,WQI_predict,True_WQI
1260,46.74795,46.751768115942
507,78.21805,79.6886623188406
638,180.19142,175.145960869565
987,32.957466,34.8390284057971
330,46.9482,47.5384153623188
669,66.07948,67.1761976811594
1268,128.1452,123.27817826087
1569,57.89603,57.5196086956522
1661,84.48538,85.0889614492754
512,88.569534,94.9141437681159
1109,726.67975,688.14118057971
1537,795.6605,769.021610724638
1622,55.91093,48.8640030724638
0,59.68911,63.7783208985507
1574,71.31435,71.7980248985507
653,1132.7764,1106.67328695652
1183,78.86214,80.6638353623188
115,53.265293,52.5482153623188
801,78.97371,81.7794417391305
201,108.69287,111.591329855072
30,96.487625,97.3321889855073
1428,54.3624,57.4633524637681
1128,138.75354,143.54936115942
1386,49.174194,48.8242226086957
763,123.28255,131.824536521739
1302,62.904953,66.6909565217391
1562,63.157658,62.5048150724638
1626,50.19952,47.3202993333333
389,89.400894,93.7675924637681
579,71.20201,69.416135942029
1451,59.360386,56.6101791594203
1013,61.13661,62.7155017391304
1465,380.47235,355.619723768116
1394,37.469337,29.2695144927536
1390,56.801334,50.7294255072464
39,79.71341,80.5087214492754
1204,67.908966,66.7009246376812
1416,37.44793,38.5408469565217
644,86.247086,87.764875942029
80,63.485855,65.4692295652174
1543,556.7119,525.69547826087
101,60.820824,60.931175942029
1367,45.918613,43.6735298550725
1051,38.13087,39.8948750724638
1297,46.504253,44.6219168115942
719,48.459858,49.2480063768116
833,57.54606,55.2712715942029
535,77.986664,77.5223562318841
599,53.415516,54.064495942029
1237,64.81525,67.0392150724638
1358,45.040703,46.3865026086957
1588,70.450516,75.2604043478261
962,69.157196,73.0918898550725
983,47.83535,38.9903486956522
1623,37.898857,37.488792
1213,52.941257,50.1225831884058
366,54.069042,51.9260182608696
623,133.0747,131.897621449275
462,59.863453,90.0135156521739
620,128.60382,130.742148985507
283,387.43433,389.398395072464
303,61.028015,64.3612971014493
572,83.04872,85.8527513043478
672,58.79948,62.1687472463768
40,105.78052,106.386718550725
1741,90.9836,92.8567610724638
58,92.122284,91.4660573913044
1712,83.074326,83.3599632753623
255,96.33356,93.2700962318841
434,52.909027,53.9203602898551
1738,126.272095,126.269512028986
396,82.13435,85.1056498550725
1377,50.396484,54.399291884058
1681,46.817883,52.1231670434783
893,68.052414,72.3990901449275
385,748.6865,729.649274782609
375,62.805264,67.1128402898551
119,82.30316,81.5278324637681
614,67.456955,66.3592371014493
1522,56.4356,51.4539826086957
1170,64.80472,61.3261698550725
774,38.79028,38.1015026086957
1524,38.637005,37.3525747826087
351,53.190186,54.7559979710145
169,475.47635,453.32682115942
1731,75.7682,78.7799094202899
1011,82.49269,82.486235942029
1144,49.843994,48.500827826087
895,62.08513,82.3175003188405
270,82.778885,86.660588115942
525,74.04779,85.2288837681159
1530,49.865154,49.0478120289855
1768,87.1581,93.9654924637681
1746,68.66725,65.6362226376812
573,71.45615,71.9344168115942
941,72.31128,72.0628263768116
659,76.33746,77.2788217391304
1180,62.406525,61.9595423188406
664,72.84169,76.5982715942029
