S.Code,WQI clf,latitude,longitude
1818,0,25.384978,86.458978
2554,0,25.257511,86.747053
1819,0,25.254387,86.948424
1816,0,25.267334,87.227318
3113,0,25.588972,83.985861
3114,0,25.588972,83.985861
3115,0,25.487275,85.705236
3116,0,25.368174,86.464302
3117,0,25.252575,86.725558
3118,0,25.271603,87.025665
3122,0,25.557806,85.275648
3123,0,25.315313,86.029821
1080,0,24.100312,88.244054
2511,0,23.386728,88.364884
2506,0,22.984402,88.40197
1054,0,22.780189,88.3338
1472,0,22.761306,88.340319
1053,0,22.653061,88.357589
1471,0,22.558292,88.324394
1470,0,22.549717,88.296125
1052,0,22.453473,88.115051
1469,0,22.183383,88.193783
1399,1,15.2715,74.08885
1475,0,15.281044,74.071108
3181,0,15.350089,74.00325
3182,1,15.407325,73.944117
1400,0,15.499719,73.834744
1476,0,15.550258,73.949164
3185,1,15.527369,73.968625
3186,0,15.503417,73.845425
3187,0,15.487294,73.809108
1543,1,15.74629,73.899494
1548,0,15.615148,73.900658
2276,0,15.590815,73.952907
2275,1,15.700331,73.904347
3189,0,15.631633,73.760186
1546,1,15.466425,74.038825
2270,1,15.410589,74.054325
2272,1,15.232069,74.149461
1545,2,15.536364,74.148515
2274,0,15.608275,73.836869
2271,0,15.188883,73.995911
2273,0,15.156136,73.95205
3183,0,15.275075,73.948836
3184,0,15.220008,73.957919
3190,0,15.510461,73.779575
3191,0,15.499086,73.779919
1547,1,14.98929,74.04736
3188,0,15.721736,73.695817
1544,0,15.561455,73.990584
2205,1,27.316822,95.212211
2206,0,26.279311,90.539673
1263,0,26.132906,92.206483
2207,1,27.398149,94.988085
2208,1,26.98035,94.634636
2209,1,26.943433,94.539514
2210,0,26.755125,94.209599
2211,0,26.622356,92.792886
2212,1,26.883105,93.615453
2213,0,26.42838,91.889031
2214,1,26.331139,92.68575
2215,1,26.233911,92.300531
2216,0,26.187326,91.751182
2217,0,26.166621,91.705616
2218,0,26.108294,91.674043
2219,0,26.244314,91.525994
2220,1,25.876033,91.418567
2221,0,26.375677,91.454077
2222,0,26.321125,90.660519
2223,0,26.213095,90.120341
2224,0,26.093677,89.960368
2225,1,24.808267,92.916244
2226,1,26.9919,94.632189
2227,1,26.948914,94.871519
2228,1,26.696861,93.984838
1532,1,26.953467,94.624919
1425,1,24.538325,93.834444
1426,1,24.578337,93.765008
1629,1,24.521447,93.763392
1630,1,24.547978,93.8318
2837,1,24.426498,93.878128
2839,0,24.470114,93.940042
2840,1,24.502596,93.93877
2841,0,24.645076,93.999604
2842,1,24.470236,93.939456
2843,0,24.322243,93.857176
2844,0,24.719842,93.932784
2845,1,24.762142,93.939846
2846,1,24.771242,93.815925
2847,1,24.705722,93.828639
2848,0,24.767742,93.931319
2849,0,24.774263,93.93373
2850,0,24.799001,93.954456
2851,0,24.743789,93.953607
1347,0,25.659303,91.900586
3346,0,25.630308,91.859747
3347,0,25.65808,91.889234
3348,0,25.661984,91.879878
1348,0,25.574989,91.886644
1459,1,25.496383,92.172272
3349,1,25.632869,90.659158
1727,0,23.834936,91.282009
1728,0,23.491942,91.315392
2724,0,30.25,78.016667
2728,1,29.209064,79.537174
2734,0,29.206769,78.986242
2735,0,29.146732,78.982975
2732,0,29.111195,78.908723
2733,0,29.15049,78.893386
2731,1,29.158694,79.03956
1064,0,27.190822,79.818261
2497,0,28.980857,77.790428
1480,0,28.591525,77.824856
1065,0,27.161314,79.919914
2482,0,25.386717,82.852628
2483,0,25.332956,83.043393
1361,0,26.649979,80.793854
2484,0,25.629922,82.756208
1350,0,27.572878,80.67895
1351,0,26.862031,80.931322
1352,0,26.833275,80.995211
1353,0,25.751611,82.726469
1072,0,25.507856,83.158181
2491,0,26.733174,83.347894
1363,0,26.754692,83.334211
1354,0,26.797519,82.234306
1355,0,26.169467,83.868992
2492,0,26.278524,83.513885
1076,0,25.771153,84.654639
1359,0,24.339814,83.003589
1360,0,24.261214,83.009353
1075,0,25.5753,84.798144
3121,0,24.671905,84.010068
3127,0,25.297742,84.678992
3128,0,25.045209,84.332819
1078,0,25.675279,85.189845
2568,0,25.988349,85.045545
2570,0,25.867123,85.784927
3124,0,26.136076,85.381196
3125,0,26.360672,84.749947
2575,0,26.560646,85.052409
1820,0,26.960335,84.534192
3134,0,26.148036,85.373764
2562,0,26.138571,85.388808
2558,0,27.105529,84.454541
3126,0,27.094829,84.143868
2567,0,26.269758,86.268875
2569,0,26.135844,86.333137
3133,0,26.596857,86.144676
2563,0,26.576389,85.317222
2565,0,25.42082,87.236262
2566,0,25.930352,86.801274
3137,0,25.386081,87.092419
1821,0,26.222639,84.354122
2560,0,26.520035,84.357095
2561,0,26.223497,84.347097
3129,0,26.364956,84.360872
1823,0,26.410836,86.237178
1824,0,26.399461,87.242477
2559,0,27.170083,84.322471
3130,0,27.17026,84.322348
1822,0,26.98375,84.857739
3132,0,26.341991,85.481683
3135,0,26.038984,85.891341
3131,0,26.658543,85.400266
3119,0,25.513517,85.292658
3120,0,25.217822,84.826131
3136,0,26.988061,84.855244
1313,0,21.24294,76.034146
1251,0,21.047772,75.786357
1314,0,21.546291,74.466807
9,1,21.4345,76.436556
10,0,21.286389,76.222361
1250,1,21.264413,76.190181
2115,1,21.435417,76.436112
1253,0,20.559014,74.508394
1252,0,20.674774,75.22279
1907,0,21.161624,73.793751
2127,0,22.124707,78.03034
2155,0,20.88237,76.856618
2652,0,21.326479,74.555815
2658,0,21.039758,75.067178
2659,0,21.275792,74.751714
2666,0,21.545645,74.468325
2667,0,20.6589,75.349177
2674,0,21.105797,75.798376
2675,0,20.714779,76.957569
2684,0,21.11316,74.885213
2695,0,20.999942,77.705722
2710,0,20.470053,75.025947
2718,0,21.041903,75.733072
1510,2,30.556089,77.777152
2620,1,30.892361,77.210569
2626,1,30.455225,77.584234
2627,1,30.429819,77.578623
2621,2,30.882006,77.211344
2622,2,30.522537,77.667622
2623,1,30.552658,77.643922
2617,2,31.126891,77.74353
2618,2,31.200297,77.753211
2619,2,31.083417,77.802406
1477,0,29.474581,77.67095
1478,0,29.432533,77.675953
2496,0,29.186169,77.494114
1358,0,28.673761,77.402644
1357,0,29.910025,77.600275
1143,1,25.043083,81.721004
2107,1,25.767472,79.331309
2108,1,24.317042,78.127198
2119,0,23.070703,77.536902
2121,1,23.141901,77.615943
2122,1,23.333714,77.778319
1614,1,23.541173,77.801938
2124,1,23.540606,77.802246
2125,0,23.550512,77.79947
1735,0,24.651228,78.423136
1356,0,25.94085,80.153822
2120,1,23.110272,77.508595
1613,0,22.960571,77.346276
1365,1,22.428806,75.508689
1366,0,22.428791,75.508684
2955,1,24.07656,75.526392
1418,1,24.699027,75.551954
1288,1,25.141518,75.794083
1289,0,25.268768,75.906611
1413,1,25.864446,76.574623
1609,1,26.660536,77.904557
1376,0,26.544188,79.089502
1432,1,24.586045,77.069419
2126,0,23.495145,77.100818
2954,0,25.681506,76.485765
1607,1,26.429359,78.430415
1367,0,22.703363,75.877149
1369,0,23.187353,75.764282
1370,0,22.97582,75.917157
1468,0,23.211447,75.774618
2953,0,25.160724,76.22887
2956,0,25.393522,76.327061
1608,1,25.888006,78.337099
2117,0,24.518131,81.299578
1433,1,26.226494,77.995516
3311,1,24.746865,78.829917
3327,1,23.200563,81.588112
2950,0,24.692006,72.929236
2951,1,25.905847,75.463861
2952,0,26.919491,75.930328
2945,0,24.600889,76.152494
2946,0,24.6087,76.170272
1316,0,19.229456,73.002085
2796,0,19.287397,72.904918
2057,1,28.546369,77.312597
3055,0,17.375853,78.529522
3056,0,17.382383,78.414969
3057,0,17.38925,78.578039
2782,0,19.201719,72.987267
1291,1,31.328161,76.754058
1292,1,31.964399,75.946246
1429,1,30.610314,77.459142
2649,0,31.634022,76.833561
2650,0,32.546666,76.058142
1309,1,34.121947,74.869103
3262,0,34.131175,74.843403
1382,1,31.141641,74.943199
1364,0,26.749164,83.397261
2499,0,26.23,81.25
2500,0,25.987256,79.448744
2501,0,25.460044,78.589717
1362,1,29.387058,79.461622
3437,1,29.345972,79.558606
1241,1,22.598638,80.371449
44,1,22.762685,77.71649
1240,1,22.948622,79.190171
1234,1,22.756614,77.690036
2123,1,22.761672,77.7185
1235,1,22.756584,77.687182
2106,1,22.496589,76.980555
45,1,22.177393,75.659194
1239,1,22.037618,74.901793
1430,1,22.243694,76.150756
1431,1,22.169213,75.583684
2099,1,23.124913,79.774671
2112,2,22.226413,76.045534
2113,1,22.283823,76.471463
3322,1,22.598282,80.370419
3323,1,23.124518,79.775616
3324,1,23.133109,79.800745
3325,1,23.133838,79.800558
7,0,21.887833,73.645444
1243,0,21.665906,72.916681
1244,0,21.950608,73.584697
1245,1,21.983722,73.456331
1981,1,21.714997,73.042891
1236,1,22.562555,77.978245
2100,1,23.117239,79.99781
2101,1,23.899675,80.512005
2114,0,22.168429,75.723814
3305,1,22.049425,80.716076
1391,0,17.426575,78.473072
1447,0,17.999097,79.426047
1464,0,17.478275,78.793469
1780,0,17.56195,78.334528
1788,0,17.246392,78.34235
1789,0,17.306906,78.364822
2340,0,17.424947,78.697686
2341,0,17.464719,78.404086
2342,0,17.315242,78.427753
2344,0,17.402311,78.580775
2346,0,17.989439,79.581544
2348,0,17.56675,78.336728
2353,1,17.602201,82.997395
2357,0,17.431481,78.390064
2358,0,17.427692,78.572431
2359,0,17.299677,78.498356
3068,0,18.251147,79.939389
3069,0,17.60985,78.559258
3070,0,17.524947,78.468533
3071,0,17.380775,78.416553
3072,0,17.464025,78.537203
3073,0,17.476167,78.492464
3074,0,17.411442,78.447356
3075,0,17.370247,77.751367
3076,0,17.509406,78.399014
3077,0,17.487139,78.591567
3078,0,17.513325,78.391869
3084,0,17.996114,79.524178
3085,0,17.969118,79.594363
3086,0,17.527061,78.260869
1388,0,12.983269,77.62
1446,0,12.563706,76.735533
1383,0,8.517372,76.902561
1385,1,9.033686,76.635364
1574,0,8.830139,76.661444
1575,0,9.958061,76.265928
1576,2,9.525958,77.207625
1577,0,10.198442,76.205019
1578,0,9.159683,76.459383
1579,1,9.50035,76.352417
1580,1,11.54065,76.027197
2312,1,9.621494,76.375531
2318,2,11.979273,75.609068
2325,1,8.483091,76.945555
2328,1,10.830286,76.683886
2329,2,10.137958,76.661931
2330,2,10.221425,76.706217
3462,1,11.253986,75.780575
3470,1,8.431693,76.990329
1396,0,11.941356,79.7435
1686,0,11.819442,79.729208
1420,0,10.233619,77.485653
1421,0,11.400623,76.690453
1452,0,11.783642,78.211153
3007,0,11.341111,79.523058
3008,0,13.169731,79.888236
3009,0,13.193092,80.172867
3010,0,13.033945,80.148344
1492,0,30.976465,78.438614
1493,0,30.932423,78.400244
1494,0,30.518822,77.949536
1490,0,30.498618,77.803498
1553,2,30.392244,77.572103
1554,1,30.465256,77.661758
1117,1,30.314987,77.583328
1496,1,30.069997,77.355057
1119,1,29.002116,77.023752
1120,1,28.85018,77.210184
1121,0,28.598582,77.263308
1812,0,28.533295,77.330724
1497,1,28.095092,77.477669
2495,0,27.586087,77.696364
1123,1,27.564981,77.708718
2494,0,27.504755,77.686524
1124,1,27.443052,77.716133
1125,1,27.250657,77.861624
1126,1,27.17969,78.119555
2493,0,29.604121,77.109833
1498,1,26.932682,78.54366
1127,1,26.752436,79.01967
1499,1,26.42602,79.478799
2283,1,25.956967,80.157122
1069,0,25.422471,81.838806
1375,0,28.566967,77.294665
1307,0,34.078121,74.813495
1306,1,34.074254,74.807199
1304,1,33.739602,75.134049
3274,1,33.922416,75.011699
3275,1,34.005819,74.912056
2755,0,32.983326,74.90052
2756,0,33.072819,74.834372
2752,1,32.635833,75.170278
2753,0,32.653333,75.096389
2748,2,33.151325,74.882478
2749,2,32.956944,74.961389
2750,2,33.013333,74.774167
2751,0,32.895309,74.740171
2754,0,32.920611,75.125547
2757,0,32.571694,75.111288
2742,1,32.804021,74.923034
2743,1,32.724181,74.875506
2744,0,32.72058,74.857312
2746,1,32.698334,74.830353
2747,1,32.786667,74.978889
2758,2,32.667971,75.486415
1311,1,16.746155,74.445716
2163,1,16.721492,74.594819
1904,1,16.688467,74.169462
1905,0,16.695477,74.274998
1189,0,18.481871,73.829569
2655,0,18.645719,74.056442
2656,0,18.202061,75.088989
1190,0,18.54325,73.885036
1191,0,18.560303,74.37332
1192,0,18.464553,74.583576
1188,0,17.985845,75.116249
28,0,17.703734,75.544604
1183,0,17.179219,76.566603
1167,0,16.7341,77.130744
1888,0,17.043481,76.814478
1185,0,16.328103,75.268333
1163,0,16.174961,74.822508
1187,0,15.633431,74.510322
1164,0,15.797983,75.191492
1186,0,16.009319,75.878022
2764,0,15.875672,75.722272
38,1,14.236122,75.659356
1029,0,14.325397,75.771092
29,0,15.494844,76.692417
2768,0,14.514278,75.785697
2769,0,14.5265,75.796072
2770,0,14.515836,75.797939
2776,0,15.41225,76.58625
2766,0,14.514278,75.785697
2767,0,14.514278,75.785697
1174,1,15.8483,78.034942
1785,0,15.944453,77.419709
1168,0,13.926464,75.583336
1896,0,14.011333,75.676667
1091,0,13.003125,77.565306
1387,0,13.832272,75.713164
1169,0,13.989311,75.683736
2765,1,13.812647,75.716319
2771,0,13.212753,75.234217
1172,0,17.370422,78.472561
1173,0,17.370097,78.469786
3082,0,17.247636,79.492042
1178,1,16.951698,80.048401
1177,1,16.670823,80.297751
1895,0,17.107483,76.955311
2777,0,17.139369,76.966739
2349,0,18.351114,78.73601
2350,1,15.819061,78.056866
2351,0,15.49,78.4748
2763,0,16.503131,75.116569
2080,0,21.296333,72.760033
2184,0,19.15042,72.980893
1886,1,30.296244,77.562478
2056,0,30.074141,77.216343
1110,0,29.840997,77.09702
1114,1,29.340559,76.329749
2047,0,30.742291,76.767246
2048,0,30.767109,76.760883
2049,0,30.706008,76.815213
15,2,18.608458,79.838778
16,2,18.304433,80.207208
26,1,16.508853,80.641519
27,0,16.727994,79.209161
1791,2,17.956317,79.618808
1792,2,17.985717,79.624981
1793,2,18.762806,79.481267
1794,2,18.400128,79.191556
1525,1,17.532322,78.185211
1811,1,17.471922,78.795814
1810,1,18.66591,77.904013
1513,1,16.501486,80.675692
1514,1,16.501508,80.676725
1515,1,17.609781,80.704358
1516,1,14.445036,79.987869
1517,1,15.8363,78.048593
1518,1,15.479222,78.480942
1519,1,13.321417,79.585592
1520,1,13.758251,79.701872
1522,1,18.104532,83.397197
1523,1,17.015144,81.736181
1524,1,16.971003,82.219006
2260,2,25.847217,92.574292
2054,0,23.747275,92.726539
2055,2,23.713531,92.712758
1920,1,24.496579,93.980863
1921,1,24.584647,94.077458
1922,1,24.342747,93.697825
1924,1,24.450587,94.024408
1405,1,23.530117,91.479394
1406,1,23.530289,91.480914
1730,2,23.831392,91.286739
1731,1,23.859275,91.246114
1732,1,23.778664,91.386119
1733,1,23.828506,91.289731
1734,1,23.828125,91.286689
1621,0,21.251394,81.629733
1616,1,23.247147,77.444436
1617,1,23.099147,77.503906
1618,1,26.367039,78.287478
1619,1,26.367039,78.287478
1897,1,21.313672,76.217623
2143,1,23.227505,79.915977
2144,1,23.220203,79.990963
2145,1,23.45708,75.422434
2146,1,23.474838,75.384519
2147,0,22.969099,76.053041
2149,1,23.2601,76.146411
2150,1,22.678291,75.92499
2151,1,22.713525,75.847519
2152,1,22.703486,75.878342
1555,0,30.50225,77.221312
1556,1,30.446322,77.615542
1557,0,30.838297,76.958641
1558,0,30.958146,76.790951
1559,0,30.922633,76.83258
1560,0,31.044558,76.704792
1561,2,32.229859,75.658854
1562,1,31.468722,76.272224
1872,0,31.104606,77.173425
1873,3,32.219678,76.320933
1875,0,31.709785,76.928295
1876,0,30.843398,76.955076
1877,1,30.95356,76.775799
1878,1,30.927405,76.8281
1879,1,31.046917,76.701694
1880,1,30.552939,77.212353
1881,1,30.436053,77.579269
1882,0,31.40982,76.346479
1883,0,31.465478,76.270798
2039,2,30.751489,76.772606
2040,1,30.73405,76.773239
2041,1,30.719562,76.76397
2042,1,30.694747,76.769719
2043,2,30.731825,76.725717
2044,2,30.776019,76.74926
2045,2,30.75385,76.740867
32,2,10.954883,78.443933
1449,1,9.826111,78.257297
1984,0,19.864914,72.684997
1985,0,19.27969,72.885568
1986,0,19.95275,72.771158
1987,0,19.413995,72.861474
1988,0,18.375309,74.914862
1990,0,19.057488,74.738063
1991,0,19.945278,73.773778
1992,0,18.680152,73.849927
1993,0,19.700486,75.017786
1995,0,21.264046,79.109475
1996,0,21.238578,79.112624
1997,0,21.077378,78.967101
1998,0,21.2376,78.9037
1999,2,21.579712,80.242449
2000,0,21.324775,79.449895
2001,0,21.237978,77.740119
2002,0,21.09795,77.052686
2003,0,20.491942,78.477339
2004,0,16.748042,74.590886
2006,0,15.947289,74.188583
2007,2,16.861981,74.650924
2008,2,16.934354,74.664122
2200,0,19.523145,75.383933
2201,0,18.75395,74.247278
2203,0,20.764086,78.602777
3,1,23.022784,72.571178
1226,1,22.972906,72.588261
1950,1,21.522041,70.45785
1951,1,22.303892,70.802158
1952,0,22.720141,71.649491
1955,0,24.17405,72.4331
1956,0,23.587992,72.369308
1957,1,23.919619,72.366836
1958,1,23.612325,72.960308
1959,0,22.70001,72.870001
1960,1,22.837931,74.253147
1961,1,22.778803,73.614281
1962,0,22.307158,73.181219
1963,2,21.626425,73.015197
1964,1,21.140667,72.842727
1965,1,21.169974,72.673905
1966,0,21.086356,72.827622
2083,1,21.093078,72.857456
2084,0,21.082075,72.985392
2085,1,23.101706,72.474661
2087,1,21.105792,72.805043
2088,1,21.093078,72.857456
2090,0,21.340136,72.755392
2091,1,20.94645,72.949736
2092,1,20.947567,72.930205
2093,1,21.120001,73.120001
2094,1,21.626625,73.014386
2095,1,22.325303,70.768797
2096,1,23.080616,72.66693
2097,0,22.855423,72.365734
2098,0,22.991197,72.566917
1415,0,25.783379,73.360706
1416,0,25.754172,73.313234
1417,0,26.250337,73.015886
1706,1,27.566155,76.62006
1707,1,27.507397,76.686296
1708,1,27.517069,76.778288
1709,1,28.198003,76.838907
1710,1,28.195754,76.839031
1711,1,28.201873,76.86124
1712,0,28.191471,76.864069
1713,0,28.194345,76.833855
1720,1,27.705088,76.19482
1721,1,26.917255,75.785271
1722,1,26.927714,75.759453
1723,1,26.777364,75.876981
1724,1,26.856419,75.758303
1725,1,26.815875,75.786686
2015,1,26.267614,73.066883
2016,1,26.240417,72.999906
2017,1,26.238947,73.024308
2018,1,26.237328,73.020286
2019,1,24.768897,73.758661
2020,1,24.604031,73.688308
2021,1,24.597875,73.696111
2022,1,24.567797,73.698192
2023,1,24.582572,73.7191
2024,1,26.968372,75.848906
2025,1,26.881422,75.792997
2026,1,26.944481,75.7793
2027,1,26.906475,75.7728
2028,1,26.850806,75.784647
2029,1,26.422678,74.654011
2030,2,26.468308,74.633547
2031,1,26.434342,74.672247
2032,1,26.449894,74.639917
2033,2,26.469753,74.635969
1743,1,26.839986,80.892925
1751,1,28.844842,78.239367
1756,1,25.282197,82.435167
1758,1,25.318,82.974161
1644,1,20.495525,85.921127
1645,1,20.449205,85.901903
1646,1,20.485754,85.856931
1647,1,20.457454,85.882679
1648,1,20.4679,85.890185
1649,2,20.266264,85.782935
1650,1,20.260034,85.823265
1651,2,20.235087,85.8427
1652,2,20.256374,85.845783
1654,1,20.269852,85.82159
1656,1,19.804831,85.818076
1657,1,19.813275,85.831531
1658,1,19.812634,85.828877
1825,1,25.579122,85.253317
1826,1,25.593237,85.174164
1827,1,25.620924,85.159936
1828,1,25.609619,85.136893
1829,1,25.611612,85.09125
1830,0,26.122167,85.382451
1831,0,26.123515,85.378269
1832,0,25.413449,86.139054
1833,0,25.415751,86.135881
1834,1,25.783319,87.466672
1835,0,25.772242,87.467227
1836,1,25.419944,86.129972
1837,0,25.419953,86.129981
1838,1,25.380978,86.465003
1839,0,25.372324,86.471752
1840,0,26.649806,84.916775
1841,0,24.794784,85.007259
1842,0,24.795406,84.999433
1843,0,25.017233,85.416189
1844,1,25.783556,84.75325
1766,0,23.688196,86.965172
1767,1,23.520408,87.311958
1768,2,23.512911,87.354791
1770,1,22.045697,88.107169
