,WQI_predict,True_WQI
978,75.04004,66.28550725507246
495,158.8339,138.2847018637681
916,58.74513,50.41380985507246
925,39.58787,57.388447255072464
1243,62.86514,60.26994898550724
1497,70.26384,72.73082000000001
223,61.09549,56.64604095072466
1210,107.66769,121.51845797101451
1392,60.31134,53.17998376811596
285,14.988322,70.99177626666666
535,79.00375,74.84205725507246
750,79.00375,74.84205725507246
1272,61.282963,59.30936028985507
1359,277.76395,269.27026318840586
613,67.677155,66.69673739130437
1060,55.395744,60.80724985507248
1015,72.0995,53.94004725507246
521,59.28414,68.15353304347828
231,48.26745,74.09287634782608
559,117.54775,132.11024144927535
119,78.91311,76.57981392173912
1041,136.35863,134.86097652173916
1585,25716.205,25794.629727536238
1057,63.605324,65.13632318840578
258,60.80928,112.94537567246375
1172,74.00007,79.18425652173912
1250,235.81485,226.5430907246377
994,39.63623,6.875703188405789
169,325.9741,314.6307242811594
309,83.07207,109.49420098550723
768,100.128525,121.30576652173912
536,784.5341,804.9181005797102
1350,83.93587,80.85539826086956
984,44.34101,23.15725652173913
1456,6.7288675,72.61064289855072
1004,35.383423,27.265923188405782
406,40.708893,92.06914028985508
894,59.866016,51.07650985507247
1378,55.102707,62.79193391304347
961,79.230255,76.60192725507245
674,186.18007,186.40183536231885
913,57.029568,49.22302985507246
834,595.285,680.0776023188405
527,78.313156,73.89652783478262
330,113.081955,120.91499673913044
208,141.08629,133.26847788985506
1068,108.333694,105.16846652173916
104,66.7473,61.5929405884058
400,45.99906,96.7891219768116
259,162.7693,209.644689115942
403,42.853092,93.6037723768116
22,44.98902,45.16982985507247
204,70.96782,71.91827677681161
1037,149.2071,144.70106318840578
697,388.37015,385.681573921739
707,47.09174,40.41510811594203
1246,165.72783,152.52695333333332
409,68.25869,125.24226655072464
389,38.992016,86.7239609942029
1005,47.33336,30.286289855072457
718,63.714165,58.31134811594203
460,42.634876,38.125533321739134
236,597.5977,688.1163220550725
1207,351.30008,345.2653144927537
1266,72.04982,80.25929652173913
19,54.348396,39.68122985507247
810,66.03302,78.08664811594203
1560,67.47756,36.16339710144927
1384,49.288773,66.41506782608694
1385,4.2252417,50.17776115942029
742,830.1226,904.3224791304348
793,52.18424,44.43291971884059
446,237.23354,234.17724585507247
283,49.757095,78.70121195362319
51,58.1168,42.64898985507247
3,56.83398,32.95469652173913
267,58.66513,109.77826587246378
115,51.266,48.768507255072464
140,60.13246,29.143744985507244
1113,47.32379,46.9905431884058
1571,53.5879,51.24554898550725
628,116.64377,180.54417159420288
167,199.31482,215.07815681159423
863,71.12422,72.2660652173913
1334,292.76724,346.6398646376812
1215,354.5757,349.7941594202899
1196,59.07385,69.42258985507246
49,38.30613,36.5604631884058
94,70.09953,70.10681392173913
368,535.8049,606.4900763768117
977,74.547935,66.32827392173913
577,267.105,538.412455652174
959,39.335796,20.58478985507247
1289,65.60205,93.52523420289856
1047,302.13757,292.09958985507245
702,114.35155,198.0357631884058
270,69.862076,122.88214026376812
608,68.70663,62.86599454202899
1234,55.528366,52.29348260869566
1248,81.08986,83.54135391304345
1466,128.6356,125.5406327536232
435,101.86389,111.6478414057971
228,55.73442,67.22420432753624
1460,74.24693,83.05359392173912
767,812.1514,903.0734026086956
1592,11734.991,12022.89159362319
640,70.93889,127.1887191304348
303,190.32039,271.64103335362324
919,47.648212,42.30290985507246
1464,82.45149,85.91720405797102
985,44.648575,33.619389855072455
432,76.172745,78.36372265217392
538,2232.746,2193.609017971015
683,57.937767,65.00889942028986
1394,46.961853,97.44219768115944
211,51.115894,53.88747944927536
1023,78.36818,85.4776805884058
1517,68.22201,58.508266086956525
88,72.91124,69.87022058840581
826,89.35208,86.21489072463768
547,220.4839,240.31196435652177
573,94.26672,88.1236913130435
491,75.35211,69.43708914782609
659,58.18119,109.58585913043478
302,27.777628,83.35278518840579
622,78.68416,71.24221392173912
629,110.68895,172.82538463768117
1310,67.206726,76.67893188405797
1100,48.167553,51.194556521739145
761,1003.87067,1115.2484773913045
1551,42.77703,79.55330666666667
426,40.68707,86.16640176811593
1389,506.40146,553.7074223188407
192,77.543304,75.53971713043478
1412,111.17731,164.5566168115942
1377,54.118553,60.46391304347825
1146,56.5007,67.3268031884058
1507,58.92811,72.52504985507245
922,53.653126,50.27600985507247
983,53.564667,54.172696521739134
921,86.0319,82.34748985507245
631,391.06674,441.79887797101446
1379,142.93126,139.4614585507246
942,58.74349,63.26718985507247
638,64.16088,120.58705739130436
746,79.00375,74.84205725507246
924,75.409836,62.61734725507247
146,67.959076,62.79663579710145
1528,48.545452,88.3731631884058
1208,195.34831,201.39960463768116
1071,60.4878,64.0043831884058
