S.Code,WQI clf,WQI_clf_pred,latitude,longitude
1735,2,2,24.651228,78.423136
2382,1,2,23.761172,86.011903
2383,2,2,23.700981,86.372953
2384,2,2,23.643092,86.464492
2391,2,2,23.681006,86.751872
1331,3,3,23.685031,86.823472
1332,3,3,23.646961,86.897068
1333,3,3,23.584399,87.103495
1334,3,3,23.429785,87.364995
1335,3,3,22.066481,88.068869
1336,3,3,23.721689,86.801628
1337,3,3,22.21835,88.024305
1946,3,3,26.739728,88.422452
2396,3,3,23.455233,85.310539
2381,2,2,23.770609,85.922067
2390,1,1,23.780586,85.876131
1260,2,2,27.687681,95.297822
1030,2,2,27.510417,94.953333
1262,2,2,26.830744,94.172775
1526,2,2,26.616375,92.82735
1031,3,3,26.176,91.68375
1299,2,3,26.214866,90.557934
2069,3,3,26.190372,91.745589
2064,2,2,26.24776,91.918205
2067,2,2,26.160268,91.56994
2066,2,3,26.015519,89.993294
1796,2,2,25.888505,93.733632
1799,2,2,26.622872,93.773159
1797,2,2,25.912708,93.743269
1800,2,3,25.802,93.606574
1798,2,2,25.910359,93.743963
1259,2,2,26.503075,93.952372
1928,2,1,25.801511,93.606777
1930,3,2,25.67564,94.109775
1929,2,2,25.752349,93.869559
1261,1,2,27.510417,94.953333
2061,1,1,27.411803,95.985028
1422,2,2,27.284622,95.662347
2062,2,2,27.321156,95.309064
2230,2,2,27.320585,95.308605
2065,2,2,26.447389,91.460667
1530,2,2,27.381964,95.622819
2063,1,1,26.759281,92.858803
2237,3,3,26.349206,92.68035
2059,2,3,26.265026,92.264751
2060,2,2,26.496268,90.652663
2058,2,2,27.141901,95.36639
1298,2,2,27.311023,95.101786
1258,1,2,26.846906,94.492244
1527,2,2,26.781058,94.208548
1531,2,2,26.848745,92.840375
1423,2,2,24.8674,92.600817
1528,3,3,26.167661,91.765289
1529,3,3,26.119297,91.647713
2068,3,3,24.648536,92.608089
1801,1,1,27.601903,88.646449
1807,1,1,27.136928,88.392222
1808,1,1,27.531575,88.515094
1809,1,1,27.532972,88.512217
1947,3,3,26.902782,88.47309
1802,1,1,27.402553,88.519402
1803,1,1,27.38805,88.622663
1804,1,1,27.309928,88.583236
1805,1,1,27.292886,88.590303
1806,1,1,27.136739,88.396831
2229,2,2,27.832518,95.672347
2231,2,2,26.975605,94.630335
2232,1,1,26.602234,93.403253
2233,1,1,27.358877,94.181102
2234,1,1,27.342717,93.816486
2235,1,1,26.699918,92.335305
2236,2,2,26.165759,92.353897
2238,1,1,26.493169,90.917841
2239,2,2,26.311379,89.831334
2240,2,2,24.786736,92.813553
2241,1,1,24.735544,92.889269
2242,1,1,24.870906,92.376439
1233,2,2,23.031056,75.210878
1232,2,2,23.648483,74.126708
1230,2,2,23.324822,73.9021
1229,2,2,23.285842,73.831736
1863,3,3,22.342298,73.052575
1864,2,3,22.254744,72.982618
1231,2,3,23.152072,73.551372
4,2,2,22.81225,73.359778
5,3,3,22.4405,73.073361
1227,2,3,23.055164,73.716378
1228,3,3,22.846264,74.291789
2102,2,2,24.05703,75.074378
2103,3,2,23.330385,75.034646
2104,3,3,23.639659,75.126136
2105,2,2,23.396067,76.291283
1866,3,3,23.090926,72.629239
1221,3,3,24.22986,73.005317
1482,3,3,23.496903,72.796265
1,3,3,24.004528,72.853278
2,3,3,22.982611,72.543139
1409,3,3,23.06353,72.589064
1408,3,3,23.031314,72.575114
1222,3,3,22.739321,72.679059
1437,3,3,22.868749,72.627351
1241,2,2,22.598638,80.371449
44,3,3,22.762685,77.71649
1240,2,2,22.948622,79.190171
1234,2,2,22.756614,77.690036
2123,2,2,22.761672,77.7185
1235,2,3,22.756584,77.687182
2106,2,2,22.496589,76.980555
2113,2,2,22.283823,76.471463
1430,2,2,22.243694,76.150756
2112,2,2,22.226413,76.045534
2099,2,2,23.124913,79.774671
45,2,2,22.177393,75.659194
1431,2,2,22.169213,75.583684
1239,2,2,22.037618,74.901793
7,2,2,21.887833,73.645444
1245,2,2,21.983722,73.456331
1244,2,2,21.950608,73.584697
1243,2,2,21.665906,72.916681
1981,1,1,21.714997,73.042891
1236,2,2,22.562555,77.978245
2114,2,3,22.168429,75.723814
2100,2,2,23.117239,79.99781
2101,2,2,23.899675,80.512005
9,1,2,21.4345,76.436556
2115,2,2,21.435417,76.436112
10,2,2,21.286389,76.222361
1250,2,2,21.264413,76.190181
1313,3,3,21.24294,76.034146
1251,3,3,21.047772,75.786357
1314,3,3,21.546291,74.466807
46,3,3,21.259844,73.565783
1247,3,3,21.247908,73.301033
47,3,3,21.284075,72.952236
1248,3,3,21.2855,72.935483
1982,3,3,21.194545,72.811552
1983,3,3,21.221618,73.170007
2071,3,3,21.148919,72.743684
1253,3,3,20.559014,74.508394
1252,3,3,20.674774,75.22279
1907,3,3,21.161624,73.793751
2070,3,3,21.461094,72.726327
2127,3,3,22.124707,78.03034
2155,3,3,20.88237,76.856618
1851,2,3,20.308614,81.917614
1264,2,2,20.652037,81.551365
1099,2,2,20.969822,81.876732
1852,2,3,21.15025,82.002864
1100,2,2,21.730837,82.565689
1282,2,2,21.728709,82.568814
1467,2,2,21.695876,83.2426
1101,2,2,21.665195,83.433435
1281,3,3,21.516358,83.851139
1270,3,3,21.455443,83.960359
1271,3,3,21.460108,83.969058
1272,3,3,20.865096,83.91172
1274,3,3,20.855331,83.904147
1275,3,3,20.612579,84.790163
1276,2,2,20.463775,85.083179
1277,3,3,20.490062,85.895865
1278,3,3,20.48147,85.893506
1639,3,3,20.268444,86.6548
1107,2,2,21.038264,80.973647
1845,2,2,21.189994,81.280092
1266,3,3,21.618808,81.695639
1265,2,2,21.248011,81.542917
1847,2,2,21.200022,81.237472
1846,2,2,21.179853,81.2545
1853,3,3,21.105793,81.579948
1105,2,2,22.380472,82.708433
1106,2,2,22.048233,82.634978
1848,2,2,22.069453,82.190639
1849,2,2,21.914789,83.404678
1850,2,2,21.911203,83.407498
1267,2,3,22.124146,84.043157
1268,3,3,21.856425,84.002419
1300,3,3,21.863911,83.947739
1269,3,3,21.828126,83.941121
1279,3,3,20.297906,85.882365
1280,3,3,20.297755,85.880734
1301,3,3,20.444394,85.890897
1640,3,3,20.546532,85.91187
1037,3,3,22.228669,84.803932
1038,3,3,20.697347,85.747603
1302,3,3,22.182883,84.847889
1039,3,3,21.820606,84.9516
1040,2,3,21.276098,85.035007
1041,3,3,21.074527,85.142032
1303,3,3,20.949817,85.216631
1042,3,3,20.867785,85.278472
1043,3,3,20.879162,85.835492
1044,3,3,20.770422,86.149638
1045,3,3,20.585906,86.568249
1033,2,2,22.865836,84.809988
2376,2,2,23.98785,84.087925
2377,1,2,24.249494,83.855053
1035,2,2,22.833734,85.130562
1034,2,2,22.460644,84.331716
1081,3,3,22.018734,85.406998
1082,3,3,21.214851,86.121323
1083,3,3,20.851312,86.33016
1084,3,3,20.774033,86.744211
1641,3,3,21.770058,87.156229
2397,1,1,23.454046,85.471177
23,3,3,23.377028,85.423056
2386,1,2,23.368919,85.875506
2385,3,3,23.33402,85.359996
1762,2,2,22.222214,86.70885
2395,1,1,23.2907,85.255961
1312,3,3,19.485317,75.370099
2177,3,3,20.022812,73.728178
2182,3,3,20.014695,74.007463
2179,3,3,20.008887,73.783052
2183,3,3,20.012385,74.113719
2181,3,3,19.98729,73.811026
2180,3,3,19.987307,73.811028
1096,3,3,20.008676,73.792361
1211,3,3,20.001568,73.795314
1095,3,3,20.048123,73.679809
2160,3,3,19.63253,75.028605
2158,3,3,19.478228,75.384879
2159,3,3,19.467269,75.397267
2161,3,3,19.360024,75.709583
12,3,3,19.226068,76.367013
1210,3,3,19.113106,77.288242
1209,3,3,18.85443,77.527475
2360,3,3,18.868297,77.962194
2361,2,2,18.838133,79.441697
2362,2,2,18.819131,79.468017
2363,3,3,18.781656,79.513558
2364,2,2,18.786369,79.521028
2356,2,2,18.727075,79.620161
2365,2,2,18.288014,80.492375
2366,2,2,18.263814,80.538533
13,2,2,18.850151,79.442839
2367,2,2,17.674897,80.883094
2368,3,3,17.655586,80.876653
2369,2,2,17.648483,80.8775
2370,2,2,17.023186,81.768181
14,2,2,17.247331,81.646613
1218,2,2,17.069466,81.711134
2371,2,2,16.958989,81.78175
1219,2,2,17.007975,81.763328
1854,2,2,18.900033,81.344044
1855,2,2,18.731275,80.278886
1856,2,2,18.888807,81.370074
2374,3,3,17.64797,78.143382
2375,3,3,17.650778,78.134958
1781,3,3,17.649043,78.118479
1891,3,3,17.951522,77.649047
1215,3,3,17.974814,79.898686
1158,2,2,18.369532,79.626751
2174,3,3,19.922574,79.113955
2156,3,3,20.062424,78.956456
1212,3,3,19.77611,79.354942
1213,2,2,21.802913,80.157861
1214,2,2,21.804398,80.157483
1910,3,3,19.731126,79.776401
2173,3,3,21.380729,79.745477
2172,3,3,21.380853,79.745595
2175,3,3,20.609867,79.857681
2176,3,3,20.610126,79.858051
11,3,3,19.715385,79.685289
1908,3,3,21.246917,79.153882
1909,3,3,21.087098,79.474422
2170,3,3,21.206788,79.246193
2171,3,3,21.209724,79.236711
1913,3,3,20.933469,76.276878
1315,3,3,20.726241,78.31758
1157,3,3,17.48468,79.107452
2373,2,2,17.616333,81.286295
1906,2,2,17.029275,74.380064
1153,2,2,16.657053,73.521386
2187,3,3,17.688548,74.063324
2188,3,3,17.688252,74.063303
2190,3,3,17.949284,73.891316
1194,3,3,17.981764,73.795456
36,3,3,17.295256,74.188776
1310,2,2,16.681396,74.590278
37,2,2,16.824045,74.64951
1182,3,3,16.640864,74.821308
1889,3,3,16.5575,74.679717
1181,2,2,16.242436,76.370678
1028,2,2,16.369172,76.656647
1170,3,3,16.380508,77.362725
1784,3,3,16.424222,77.278883
39,3,3,16.338826,77.610192
1175,3,3,16.001874,78.364986
1465,3,3,16.694675,79.689933
1786,2,2,16.801875,80.129553
1787,2,2,16.582608,80.343451
25,2,2,16.492476,80.640839
1782,2,2,16.000123,81.079082
1311,2,2,16.746155,74.445716
2163,2,2,16.721492,74.594819
1904,2,2,16.688467,74.169462
1905,2,2,16.695477,74.274998
1189,3,3,18.481871,73.829569
1190,3,3,18.54325,73.885036
1191,3,3,18.560303,74.37332
1192,3,3,18.464553,74.583576
1188,3,3,17.985845,75.116249
28,3,3,17.703734,75.544604
1183,3,3,17.179219,76.566603
1184,3,3,17.069328,76.794283
1888,3,3,17.043481,76.814478
1167,3,3,16.7341,77.130744
1185,2,2,16.328103,75.268333
1163,3,3,16.174961,74.822508
1187,3,3,15.633431,74.510322
1164,2,2,15.797983,75.191492
1186,3,3,16.009319,75.878022
2195,3,3,18.103405,74.234805
1463,3,3,18.172703,73.953644
2186,3,3,17.732719,73.991512
2189,3,3,17.278589,74.183705
2194,3,3,18.5746,73.836055
2193,3,3,18.567737,73.811752
2192,3,3,18.535371,73.933306
2191,3,3,18.532374,73.843415
2196,3,3,18.670292,73.681639
2197,3,3,18.682216,73.900116
38,2,2,14.236122,75.659356
1029,2,2,14.325397,75.771092
29,3,3,15.494844,76.692417
1785,3,3,15.944453,77.419709
1174,3,3,15.8483,78.034942
1168,2,2,13.926464,75.583336
1896,2,2,14.011333,75.676667
1091,2,2,13.003125,77.565306
1387,3,3,13.832272,75.713164
1169,3,3,13.989311,75.683736
1172,2,2,17.370422,78.472561
1173,3,3,17.370097,78.469786
2339,3,3,17.382722,78.557775
1178,2,2,16.951698,80.048401
1177,2,2,16.670823,80.297751
1911,3,3,17.724868,75.323936
1912,3,3,17.677706,75.339011
1895,3,3,17.107483,76.955311
2350,3,3,15.819061,78.056866
2351,3,3,15.49,78.4748
2372,2,2,17.224489,80.127061
1255,3,3,14.150574,77.822711
1256,3,3,14.572795,78.79715
1257,2,2,14.481442,79.290142
30,2,2,14.464393,78.964627
1198,2,2,12.314149,75.698522
1195,2,2,12.448489,75.96987
33,2,2,12.425291,76.57265
1386,2,2,12.418187,76.679259
1171,3,3,12.423705,76.693672
34,2,2,12.25531,77.163515
50,2,2,11.796255,77.806971
1322,3,3,11.445663,77.677626
51,3,3,11.368215,77.741107
1320,3,3,11.335795,77.753762
1323,2,2,11.18,78.01
1324,2,2,11.064392,78.120358
1451,2,2,11.050024,78.120645
31,2,2,10.955345,78.443949
1202,2,2,10.833263,78.718224
1325,2,2,10.766809,78.665272
1203,3,3,10.830327,78.81177
1206,3,3,11.34,79.24
1326,2,3,11.326822,79.702981
1327,3,3,11.418828,79.772375
1893,2,2,13.006814,76.099553
1199,2,2,12.809694,76.205642
1200,2,2,12.979108,76.851622
1166,2,2,12.422764,77.226144
1165,3,2,12.535417,77.424792
1196,3,3,12.302189,76.286164
1207,1,1,11.697858,76.397006
1197,2,2,12.019853,76.388075
41,2,2,12.166761,76.792908
1445,3,2,12.128439,76.683919
1208,1,1,11.197053,76.722381
1201,2,2,11.469259,77.296165
1204,2,2,11.319948,77.011429
1321,2,2,11.485294,77.134603
1319,2,2,10.541244,77.368656
1205,2,2,11.454094,77.679567
1393,2,2,0.0,0.0
1150,2,2,20.358825,72.881708
1246,3,3,20.371433,72.881108
1860,3,3,21.223442,72.89572
1861,3,3,20.980464,73.016757
1862,3,3,20.756033,73.066786
1865,3,3,22.023279,70.368724
1148,3,3,20.772106,72.951625
1149,3,3,20.461511,72.886556
1435,3,3,20.342461,72.905403
1438,3,3,21.111549,73.111601
1436,3,3,21.763115,70.424313
2072,3,3,22.715528,71.672688
1399,2,2,15.2715,74.08885
1475,2,2,15.281044,74.071108
1476,3,3,15.550258,73.949164
1400,2,2,15.499719,73.834744
1543,2,2,15.74629,73.899494
1544,2,2,15.561455,73.990584
1545,2,2,15.536364,74.148515
2270,2,2,15.410589,74.054325
1546,2,2,15.466425,74.038825
1547,2,2,14.98929,74.04736
1548,2,2,15.615148,73.900658
2271,2,2,15.188883,73.995911
2272,3,3,15.232069,74.149461
2274,2,2,15.608275,73.836869
2275,2,2,15.700331,73.904347
2276,3,3,15.590815,73.952907
1093,3,3,19.245652,73.156487
1094,3,3,19.162099,73.238148
2162,3,3,19.215959,73.240641
1461,3,3,19.311193,73.169404
1092,3,3,19.269435,73.168239
1462,3,3,18.830474,73.284483
1151,3,3,18.80171,73.322773
1152,3,3,18.442447,73.116853
2198,3,3,18.43939,73.116341
2164,1,1,17.518025,73.553956
2199,2,2,18.074797,73.420905
17,2,1,10.123417,76.347425
18,1,1,10.160483,76.442131
1338,2,1,9.581386,77.113642
2335,2,2,10.063225,76.311872
2334,2,2,10.080819,76.317908
2333,1,1,10.083386,76.319817
2336,1,1,10.220439,76.217439
20,1,1,11.268106,75.978036
21,1,1,11.247461,75.924269
42,2,2,9.075158,76.81881
43,2,2,9.804794,76.453225
1154,1,1,10.25425,76.348553
1155,3,3,8.478967,76.970486
1156,1,1,9.326633,76.622158
1341,2,1,9.370489,76.410269
1565,2,1,9.325719,76.520939
1339,1,1,10.197164,76.378953
1340,1,1,9.395686,76.640564
1384,1,1,9.492842,76.749125
1342,1,1,9.228125,76.713267
1443,1,1,9.270844,76.535403
1442,1,1,8.726347,76.878039
1563,1,1,8.389375,77.097561
1564,2,2,8.860786,76.77355
1566,1,1,11.044714,75.933247
1567,1,1,11.602297,75.7051
1568,1,1,11.721112,75.670002
1569,2,2,12.048958,75.346
1571,1,1,10.742228,77.060508
1572,1,1,10.778033,76.225347
1573,3,2,9.971133,76.362003
2284,2,2,8.428797,77.094478
2285,2,2,8.674267,76.821042
2286,2,2,9.979797,76.332922
2287,2,2,9.979797,76.332922
2288,1,1,9.136389,76.713333
2289,3,3,10.391467,76.220428
2290,3,3,10.542736,76.178764
2291,2,2,10.600406,76.48965
2292,1,1,10.920086,75.920264
2293,1,1,11.051336,76.061343
2295,2,2,11.444394,75.728494
2296,1,1,11.762211,75.501347
2297,1,1,11.873197,75.572064
2298,1,1,12.209567,75.440792
2299,1,1,12.046575,75.265186
2300,1,1,10.902681,76.406647
2301,1,1,12.11535,75.170739
2302,2,2,12.258286,75.118392
2303,1,1,10.350594,76.251578
2304,2,2,12.560308,74.955942
2305,2,2,12.640763,75.013572
2306,2,3,12.694753,74.904556
2307,2,2,12.71245,74.894392
2326,2,2,10.796397,76.753178
2331,1,2,10.839136,76.036128
2337,3,3,10.005208,76.369179
2338,2,1,10.009056,76.370728
1448,2,2,18.787433,83.494512
1455,3,3,19.387126,85.051001
1642,3,3,19.252625,83.417656
1643,3,3,19.166051,83.437289
1685,2,2,10.9098,79.818228
1159,1,1,8.663294,77.422222
1160,1,1,8.700586,77.56595
1161,2,2,8.734125,77.716764
1162,2,2,8.721606,77.832797
1328,1,1,8.758606,77.424597
1329,1,1,8.729581,77.467289
1330,2,2,8.624431,78.068808
1450,3,2,12.679231,78.595417
1444,3,3,15.235272,74.61865
1894,2,2,12.8301,75.242439
1892,1,2,12.947644,75.359525
2352,2,2,18.343003,84.124328
1871,2,2,30.451836,77.581597
1870,3,3,30.83115,76.967303
1023,3,3,30.618897,76.849176
1024,3,3,29.76562,75.743852
1026,3,3,29.766164,75.743274
1295,3,3,30.612283,76.829313
1473,3,3,30.079758,76.263251
1698,3,3,30.60228,76.802188
1699,3,3,30.764802,76.7246
1700,3,3,30.759546,76.735991
1701,3,3,30.65012,76.660536
1702,3,3,30.660148,76.6603
1703,3,3,30.000058,76.187589
1704,3,3,29.692715,75.210696
1705,3,3,29.695479,75.224583
1885,3,3,30.717069,76.887913
1717,3,3,24.499492,72.666469
1424,1,1,24.796093,93.943112
1457,2,2,24.879447,93.928932
1627,2,2,24.741681,93.944172
1628,2,2,24.814134,93.94873
1458,2,2,24.774294,93.976934
1624,2,2,24.71985,93.933846
1925,2,2,24.425404,93.737223
1926,2,2,24.251464,94.301759
1625,3,3,24.807155,93.933416
1626,3,3,24.815724,93.940577
1428,1,1,25.367394,92.450206
2050,2,2,23.712028,92.663875
2051,2,2,23.711097,92.665208
2052,2,2,23.721011,92.799853
2053,2,2,23.720986,92.799764
1403,2,2,23.429167,91.398333
1404,3,3,23.537956,91.505147
1726,3,3,23.822819,91.296914
2267,3,3,15.354489,73.883148
2080,3,3,21.296333,72.760033
1886,2,2,30.296244,77.562478
1110,3,3,29.840997,77.09702
1111,2,2,29.041915,76.142314
1112,2,2,28.805764,77.046769
1114,2,2,29.340559,76.329749
1115,3,3,29.173241,76.91024
1116,3,3,29.358769,76.950469
1479,3,3,28.72121,77.139675
2268,3,3,15.502818,73.949118
2073,3,3,23.134936,72.611525
2074,2,2,21.589419,72.975333
1419,3,3,28.506624,77.314305
1729,3,3,23.844592,91.276394
2354,2,2,17.042624,82.166873
2355,2,2,16.854914,82.231328
2178,3,3,18.68309,73.819812
1549,1,1,15.212725,74.178936
2269,2,2,15.575408,73.939978
1391,3,3,17.426575,78.473072
1780,3,3,17.56195,78.334528
1788,3,3,17.246392,78.34235
1789,2,2,17.306906,78.364822
2340,3,3,17.424947,78.697686
2341,3,3,17.464719,78.404086
2342,3,3,17.315242,78.427753
2353,2,2,17.602201,82.997395
2344,3,3,17.402311,78.580775
2345,3,3,18.011542,79.603372
2346,2,2,17.989439,79.581544
2357,3,3,17.431481,78.390064
2359,3,3,17.299677,78.498356
1447,2,2,17.999097,79.426047
1464,3,3,17.478275,78.793469
2343,3,3,17.3041,78.411081
2358,3,3,17.427692,78.572431
1446,3,3,12.563706,76.735533
1383,3,3,8.517372,76.902561
1385,1,1,9.033686,76.635364
1575,3,3,9.958061,76.265928
1576,1,1,9.525958,77.207625
1579,2,2,9.50035,76.352417
1580,1,1,11.54065,76.027197
2312,2,2,9.621494,76.375531
2318,1,1,11.979273,75.609068
2328,1,1,10.830286,76.683886
2329,1,1,10.137958,76.661931
2330,1,1,10.221425,76.706217
2325,2,2,8.483091,76.945555
1401,3,3,10.864893,72.194773
1396,2,2,11.941356,79.7435
1686,2,2,11.819442,79.729208
1420,2,2,10.233619,77.485653
1421,3,3,11.400623,76.690453
1452,2,2,11.783642,78.211153
1343,3,3,23.006731,72.601622
1344,3,3,22.987972,72.589067
1345,3,3,22.401206,73.388603
1346,3,3,22.300392,73.205078
1972,3,3,22.799681,72.039422
1973,3,3,23.908353,72.364462
1975,3,3,22.465119,70.068231
1976,3,3,21.518858,70.454794
1977,3,3,22.600453,72.763836
2075,3,3,24.004247,72.854736
2076,2,2,21.609869,73.007261
2077,3,3,21.244819,73.355505
2078,3,3,22.357715,70.939848
1979,3,3,21.337574,72.753809
2079,3,3,22.463603,73.517011
1971,3,3,23.139908,72.393158
1373,3,3,23.239883,77.345328
2137,3,3,23.242544,77.380542
2138,2,2,23.259045,77.381502
2139,1,1,23.267861,77.32935
1374,3,3,23.254244,77.409019
1466,2,2,21.776582,78.264019
2128,2,2,23.160981,80.017522
2129,2,2,23.235908,80.126153
2131,2,2,22.801297,75.701183
2132,2,2,22.658686,75.864222
2134,2,2,21.86345,76.322945
2136,3,3,23.202708,77.424481
2140,2,2,23.166353,77.368597
2141,2,2,24.917282,79.866303
1285,3,3,24.564236,73.684172
1286,3,3,24.577311,73.825419
1414,3,3,26.486803,74.552142
1481,3,3,24.592564,73.679203
1714,2,2,26.292233,72.970039
1716,2,2,24.596497,72.701456
2046,2,2,30.742139,76.818756
1291,2,2,31.328161,76.754058
1292,1,1,31.964399,75.946246
1429,2,2,30.610314,77.459142
1349,3,3,29.963278,76.827372
1382,2,2,31.141641,74.943199
1765,3,3,22.511472,88.3646
2205,3,3,27.316822,95.212211
2206,2,2,26.279311,90.539673
1263,3,3,26.132906,92.206483
2207,3,3,27.398149,94.988085
2208,2,2,26.98035,94.634636
2209,3,3,26.943433,94.539514
2210,2,2,26.755125,94.209599
2211,3,3,26.622356,92.792886
2212,3,3,26.883105,93.615453
2213,3,3,26.42838,91.889031
2214,3,3,26.331139,92.68575
2215,2,2,26.233911,92.300531
2217,3,3,26.166621,91.705616
2218,3,3,26.108294,91.674043
2219,3,3,26.244314,91.525994
2220,1,1,25.876033,91.418567
2221,3,3,26.375677,91.454077
2222,3,3,26.321125,90.660519
2223,3,3,26.213095,90.120341
2224,3,3,26.093677,89.960368
2225,2,2,24.808267,92.916244
2226,3,3,26.9919,94.632189
2227,2,2,26.948914,94.871519
2228,2,2,26.696861,93.984838
1532,2,2,26.953467,94.624919
1426,2,2,24.578337,93.765008
1629,2,2,24.521447,93.763392
1630,2,2,24.547978,93.8318
1727,3,3,23.834936,91.282009
1728,3,3,23.491942,91.315392
15,1,1,18.608458,79.838778
16,1,1,18.304433,80.207208
26,2,2,16.508853,80.641519
27,2,2,16.727994,79.209161
1791,1,1,17.956317,79.618808
1792,1,1,17.985717,79.624981
1793,1,1,18.762806,79.481267
1794,1,1,18.400128,79.191556
1525,2,2,17.532322,78.185211
1811,2,2,17.471922,78.795814
