S.Code,WQI clf,WQI_clf_pred,latitude,longitude
2525,3,3,26.806806,88.409255
2572,3,3,26.392347,88.155896
2549,3,3,22.602794,88.677553
2550,3,3,22.507942,88.775997
2381,2,2,23.770609,85.922067
2396,3,3,23.455233,85.310539
1260,2,2,27.687681,95.297822
1030,2,2,27.510417,94.953333
1262,2,2,26.830744,94.172775
1526,2,2,26.616375,92.82735
1031,2,2,26.176,91.68375
1299,2,2,26.214866,90.557934
2069,2,2,26.190372,91.745589
2064,2,2,26.24776,91.918205
2067,2,2,26.160268,91.56994
2066,2,2,26.015519,89.993294
1796,2,3,25.888505,93.733632
1799,3,3,26.622872,93.773159
1797,2,2,25.912708,93.743269
1800,3,3,25.802,93.606574
1798,3,2,25.910359,93.743963
1259,2,2,26.503075,93.952372
1928,3,3,25.801511,93.606777
1930,3,3,25.67564,94.109775
1929,2,3,25.752349,93.869559
1261,1,2,27.510417,94.953333
2061,2,2,27.411803,95.985028
1422,2,2,27.284622,95.662347
2062,2,2,27.321156,95.309064
2230,3,3,27.320585,95.308605
2065,2,2,26.447389,91.460667
1530,2,2,27.381964,95.622819
2063,1,2,26.759281,92.858803
2237,2,2,26.349206,92.68035
2059,2,2,26.265026,92.264751
2060,2,2,26.496268,90.652663
2058,3,3,27.141901,95.36639
1298,2,2,27.311023,95.101786
1258,2,2,26.846906,94.492244
1527,3,3,26.781058,94.208548
1531,3,3,26.848745,92.840375
1423,2,2,24.8674,92.600817
1528,3,3,26.167661,91.765289
1529,3,3,26.119297,91.647713
2068,2,2,24.648536,92.608089
1947,3,3,26.902782,88.47309
2229,2,2,27.832518,95.672347
2231,2,2,26.975605,94.630335
2232,2,2,26.602234,93.403253
2233,2,2,27.358877,94.181102
2234,2,2,27.342717,93.816486
2236,1,1,26.165759,92.353897
2238,2,2,26.493169,90.917841
2239,2,2,26.311379,89.831334
2240,2,2,24.786736,92.813553
2241,3,3,24.735544,92.889269
2242,2,2,24.870906,92.376439
2523,3,3,26.537633,88.707053
2524,3,3,26.444936,89.546458
2235,2,3,26.699918,92.335305
1232,3,2,23.648483,74.126708
1863,2,2,22.342298,73.052575
1864,2,2,22.254744,72.982618
4,3,3,22.81225,73.359778
5,2,2,22.4405,73.073361
1229,3,3,23.285842,73.831736
1230,3,3,23.324822,73.9021
2102,2,2,24.05703,75.074378
2103,2,2,23.330385,75.034646
2104,2,2,23.639659,75.126136
2105,2,2,23.396067,76.291283
1228,3,3,22.846264,74.291789
1227,3,3,23.055164,73.716378
1482,3,3,23.496903,72.796265
1222,3,3,22.739321,72.679059
1241,2,2,22.598638,80.371449
44,2,2,22.762685,77.71649
1240,2,2,22.948622,79.190171
1234,2,2,22.756614,77.690036
2123,2,2,22.761672,77.7185
1235,2,2,22.756584,77.687182
2106,2,2,22.496589,76.980555
2099,2,2,23.124913,79.774671
1245,2,2,21.983722,73.456331
2100,2,2,23.117239,79.99781
2101,2,2,23.899675,80.512005
1313,3,3,21.24294,76.034146
1251,3,3,21.047772,75.786357
1314,3,3,21.546291,74.466807
46,3,3,21.259844,73.565783
1247,3,3,21.247908,73.301033
47,3,3,21.284075,72.952236
1248,3,3,21.2855,72.935483
1982,3,3,21.194545,72.811552
1983,3,3,21.221618,73.170007
1253,3,3,20.559014,74.508394
1252,3,3,20.674774,75.22279
2070,3,3,21.461094,72.726327
1907,3,3,21.161624,73.793751
2127,2,2,22.124707,78.03034
2155,3,3,20.88237,76.856618
2652,3,3,21.326479,74.555815
2658,3,3,21.039758,75.067178
2659,3,3,21.275792,74.751714
2666,3,3,21.545645,74.468325
2667,3,3,20.6589,75.349177
2674,3,3,21.105797,75.798376
2675,3,3,20.714779,76.957569
2684,3,3,21.11316,74.885213
2695,3,3,20.999942,77.705722
2710,3,3,20.470053,75.025947
2718,3,3,21.041903,75.733072
1851,2,2,20.308614,81.917614
1264,2,2,20.652037,81.551365
1099,2,2,20.969822,81.876732
1852,2,2,21.15025,82.002864
1100,2,2,21.730837,82.565689
1282,2,2,21.728709,82.568814
1467,2,2,21.695876,83.2426
1101,2,2,21.665195,83.433435
1281,3,3,21.516358,83.851139
1270,3,3,21.455443,83.960359
1271,3,3,21.460108,83.969058
2405,3,3,21.466747,83.980098
1272,3,3,20.865096,83.91172
1274,3,3,20.855331,83.904147
1275,3,3,20.612579,84.790163
1276,3,3,20.463775,85.083179
1277,2,3,20.490062,85.895865
1278,3,3,20.48147,85.893506
2409,3,3,20.395008,85.907675
2406,3,3,20.470289,85.764033
2404,3,3,21.489937,83.889449
2407,3,3,20.332506,86.573781
1107,2,2,21.038264,80.973647
1845,2,2,21.189994,81.280092
1266,2,2,21.618808,81.695639
1265,2,2,21.248011,81.542917
1847,2,2,21.200022,81.237472
1846,2,2,21.179853,81.2545
1853,2,2,21.105793,81.579948
1105,2,2,22.380472,82.708433
1106,2,2,22.048233,82.634978
1849,2,2,21.914789,83.404678
1850,2,2,21.911203,83.407498
1267,3,3,22.124146,84.043157
1268,3,3,21.856425,84.002419
1300,3,3,21.863911,83.947739
1269,3,3,21.828126,83.941121
2403,2,2,21.788747,83.977666
1279,3,3,20.297906,85.882365
1280,3,3,20.297755,85.880734
2410,2,3,20.32735,85.861197
2411,3,3,20.139142,85.758142
1301,3,3,20.444394,85.890897
2412,3,3,22.249467,84.749906
2408,3,3,20.82655,83.910444
1640,3,3,20.546532,85.91187
1037,3,3,22.228669,84.803932
1038,3,3,20.697347,85.747603
1302,3,3,22.182883,84.847889
2414,3,3,22.074639,84.897806
1039,3,3,21.820606,84.9516
1040,3,3,21.276098,85.035007
1041,3,3,21.074527,85.142032
1303,3,3,20.949817,85.216631
2415,3,3,20.996256,85.248842
2416,3,3,20.825086,85.316236
1042,3,3,20.867785,85.278472
2417,3,3,20.746464,85.5563
1043,3,3,20.879162,85.835492
2418,3,3,20.889011,86.010639
1044,3,3,20.770422,86.149638
1045,3,3,20.585906,86.568249
1036,2,2,22.377636,85.190937
2413,3,3,22.275492,84.918092
1033,2,2,22.865836,84.809988
2376,2,2,23.98785,84.087925
2377,2,2,24.249494,83.855053
2419,3,3,20.853192,86.200283
2420,3,3,20.694244,86.652433
1034,2,2,22.460644,84.331716
1035,2,2,22.833734,85.130562
1081,2,3,22.018734,85.406998
1082,3,3,21.214851,86.121323
1083,3,3,20.851312,86.33016
1084,3,3,20.774033,86.744211
1085,3,3,20.795283,86.896965
2421,3,3,21.325488,86.064444
1641,3,3,21.770058,87.156229
2399,1,2,22.97194,86.023097
48,2,2,22.948415,86.013303
24,2,2,22.761694,86.317722
49,3,2,22.820861,86.232528
2387,1,2,22.592839,86.446667
23,3,3,23.377028,85.423056
2385,3,3,23.33402,85.359996
2386,2,2,23.368919,85.875506
2395,2,2,23.2907,85.255961
2397,2,2,23.454046,85.471177
1312,3,3,19.485317,75.370099
2177,3,3,20.022812,73.728178
2182,3,3,20.014695,74.007463
2179,3,3,20.008887,73.783052
2183,3,3,20.012385,74.113719
2181,3,3,19.98729,73.811026
2180,3,3,19.987307,73.811028
1096,3,3,20.008676,73.792361
1211,3,3,20.001568,73.795314
1095,3,3,20.048123,73.679809
2160,3,3,19.63253,75.028605
2158,3,3,19.478228,75.384879
2159,3,3,19.467269,75.397267
2161,3,3,19.360024,75.709583
12,3,3,19.226068,76.367013
1210,3,3,19.113106,77.288242
1209,3,3,18.85443,77.527475
2157,3,3,20.793322,78.139339
2360,3,3,18.868297,77.962194
2361,2,2,18.838133,79.441697
2362,3,3,18.819131,79.468017
2363,3,3,18.781656,79.513558
2364,3,3,18.786369,79.521028
2356,3,3,18.727075,79.620161
2365,2,2,18.288014,80.492375
2366,2,2,18.263814,80.538533
13,2,2,18.850151,79.442839
2367,2,2,17.674897,80.883094
2368,2,2,17.655586,80.876653
2369,2,2,17.648483,80.8775
2370,2,2,17.023186,81.768181
14,2,2,17.247331,81.646613
1218,2,2,17.069466,81.711134
2371,2,2,16.958989,81.78175
1219,2,2,17.007975,81.763328
1854,2,2,18.900033,81.344044
1856,2,2,18.888807,81.370074
2673,3,3,18.429431,76.668723
2374,3,3,17.64797,78.143382
2375,3,3,17.650778,78.134958
1781,3,3,17.649043,78.118479
1157,3,3,17.48468,79.107452
1891,3,3,17.951522,77.649047
1215,3,3,17.974814,79.898686
1158,2,3,18.369532,79.626751
2719,3,3,19.962632,79.277747
2720,3,3,19.962783,79.277286
2721,3,3,19.956027,79.099547
2174,3,3,19.922574,79.113955
2156,3,3,20.062424,78.956456
1212,3,3,19.77611,79.354942
1213,2,2,21.802913,80.157861
1214,2,2,21.804398,80.157483
1910,3,3,19.731126,79.776401
2173,3,3,21.380729,79.745477
2172,3,3,21.380853,79.745595
2175,3,3,20.609867,79.857681
2176,3,3,20.610126,79.858051
11,3,3,19.715385,79.685289
1908,3,3,21.246917,79.153882
1909,3,3,21.087098,79.474422
2170,3,3,21.206788,79.246193
2171,3,3,21.209724,79.236711
1913,3,3,20.933469,76.276878
2700,3,3,21.129844,77.57423
1315,3,3,20.726241,78.31758
2372,2,2,17.224489,80.127061
2373,1,1,17.616333,81.286295
2657,3,3,18.916511,75.743889
2660,3,3,19.932352,73.856413
2661,3,3,19.761988,73.737187
2662,3,3,19.870494,73.829919
2663,3,3,19.872772,73.834011
2664,3,3,19.900366,73.838095
2697,3,3,19.597589,77.691614
2698,3,3,19.724881,77.446567
2699,3,3,20.150364,76.560336
2722,3,3,20.555303,78.816456
2723,3,3,20.544289,78.811978
1194,3,3,17.981764,73.795456
1153,3,3,16.657053,73.521386
36,3,3,17.295256,74.188776
1906,3,3,17.029275,74.380064
37,3,3,16.824045,74.64951
1310,3,3,16.681396,74.590278
2187,3,3,17.688548,74.063324
2188,3,3,17.688252,74.063303
2190,3,3,17.949284,73.891316
1182,3,3,16.640864,74.821308
1889,3,3,16.5575,74.679717
1181,2,2,16.242436,76.370678
1028,2,2,16.369172,76.656647
1170,3,3,16.380508,77.362725
2781,2,2,16.325069,75.899925
1784,2,3,16.424222,77.278883
39,2,3,16.338826,77.610192
1175,3,3,16.001874,78.364986
1465,3,3,16.694675,79.689933
1786,2,2,16.801875,80.129553
1787,2,2,16.582608,80.343451
25,2,2,16.492476,80.640839
1782,2,2,16.000123,81.079082
1311,2,2,16.746155,74.445716
2163,3,3,16.721492,74.594819
1904,3,3,16.688467,74.169462
1905,3,3,16.695477,74.274998
1189,3,3,18.481871,73.829569
2655,3,3,18.645719,74.056442
2656,3,3,18.202061,75.088989
1190,3,3,18.54325,73.885036
1191,3,3,18.560303,74.37332
1192,3,3,18.464553,74.583576
1188,3,3,17.985845,75.116249
28,3,3,17.703734,75.544604
1183,3,3,17.179219,76.566603
1184,3,3,17.069328,76.794283
1888,3,3,17.043481,76.814478
1167,3,3,16.7341,77.130744
1163,2,2,16.174961,74.822508
1187,2,3,15.633431,74.510322
1164,2,2,15.797983,75.191492
1186,3,3,16.009319,75.878022
2764,3,3,15.875672,75.722272
38,2,2,14.236122,75.659356
1029,2,2,14.325397,75.771092
29,3,3,15.494844,76.692417
1785,3,2,15.944453,77.419709
1174,3,3,15.8483,78.034942
2766,2,2,14.514278,75.785697
2767,2,2,14.514278,75.785697
2768,3,3,14.514278,75.785697
2769,3,3,14.5265,75.796072
2770,2,3,14.515836,75.797939
2776,3,3,15.41225,76.58625
1168,2,2,13.926464,75.583336
1896,2,2,14.011333,75.676667
1091,2,3,13.003125,77.565306
1387,3,3,13.832272,75.713164
1169,2,2,13.989311,75.683736
2765,2,2,13.812647,75.716319
2771,2,2,13.212753,75.234217
1172,3,3,17.370422,78.472561
1178,2,2,16.951698,80.048401
1177,2,2,16.670823,80.297751
1895,3,3,17.107483,76.955311
2777,3,3,17.139369,76.966739
2349,3,3,18.351114,78.73601
2350,3,2,15.819061,78.056866
2351,3,3,15.49,78.4748
2763,3,3,16.503131,75.116569
2195,3,3,18.103405,74.234805
2682,3,3,18.097756,74.213675
1463,3,3,18.172703,73.953644
2681,3,3,18.055999,74.483941
2683,3,3,18.147434,73.977285
2186,3,3,17.732719,73.991512
2716,3,3,17.933739,73.665091
2717,3,3,17.692894,74.050883
2189,3,3,17.278589,74.183705
2194,3,3,18.5746,73.836055
2193,3,3,18.567737,73.811752
2192,3,3,18.535371,73.933306
2677,3,3,18.521663,74.050564
2191,3,3,18.532374,73.843415
2678,3,3,18.521303,73.850578
2679,3,3,18.515539,73.844447
2680,2,2,18.430149,73.754941
2196,3,3,18.670292,73.681639
2690,3,3,18.60677,73.821067
2691,3,3,18.582775,73.826155
2692,3,2,18.660929,73.731891
2693,3,3,18.641184,73.792731
2694,3,3,18.607788,73.797949
2197,3,3,18.682216,73.900116
2668,3,3,18.677697,73.851206
2669,3,3,18.677486,73.851233
1911,3,3,17.724868,75.323936
1912,3,3,17.677706,75.339011
2665,3,3,18.831722,74.387839
2705,3,3,17.781359,75.723133
2711,3,3,17.570306,74.050736
2715,3,3,18.692778,74.13348
1255,3,3,14.150574,77.822711
1256,3,3,14.572795,78.79715
1257,2,2,14.481442,79.290142
30,3,3,14.464393,78.964627
1198,3,3,12.314149,75.698522
1195,3,3,12.448489,75.96987
33,3,3,12.425291,76.57265
1386,3,3,12.418187,76.679259
1171,3,3,12.423705,76.693672
34,3,3,12.25531,77.163515
2773,3,3,12.321469,76.841472
2774,3,3,12.425022,76.653544
50,3,2,11.796255,77.806971
1322,2,2,11.445663,77.677626
51,2,2,11.368215,77.741107
1320,3,3,11.335795,77.753762
1323,2,2,11.18,78.01
3015,2,2,10.974467,78.180075
1324,2,2,11.064392,78.120358
1451,2,2,11.050024,78.120645
31,2,2,10.955345,78.443949
3016,2,2,10.906389,78.489697
1202,2,2,10.833263,78.718224
1325,3,3,10.766809,78.665272
1203,3,3,10.830327,78.81177
1206,2,2,11.34,79.24
3018,3,3,11.104894,79.651871
3012,2,2,11.423503,77.685261
3013,2,2,11.354178,77.750436
3014,2,2,11.361583,77.742411
3017,3,3,10.968137,79.378248
1326,2,2,11.326822,79.702981
1327,2,2,11.418828,79.772375
1893,3,3,13.006814,76.099553
1199,3,3,12.809694,76.205642
1200,2,2,12.979108,76.851622
1166,3,3,12.422764,77.226144
2778,3,3,12.967039,77.337053
1196,3,3,12.302189,76.286164
2772,3,3,12.344614,76.286175
1207,1,2,11.697858,76.397006
1197,3,3,12.019853,76.388075
41,3,3,12.166761,76.792908
1445,3,3,12.128439,76.683919
2775,3,3,12.128775,76.683736
1208,1,1,11.197053,76.722381
1201,2,2,11.469259,77.296165
1204,2,2,11.319948,77.011429
1321,2,2,11.485294,77.134603
1205,2,2,11.454094,77.679567
3019,2,2,11.503881,77.247036
1319,2,2,10.541244,77.368656
3020,2,2,11.442818,77.676045
3021,3,3,11.438223,77.681462
3024,3,3,11.649094,78.148011
3022,3,3,11.645876,78.120341
1393,3,3,0.0,0.0
2459,3,3,0.0,0.0
2462,3,3,0.0,0.0
2463,3,3,0.0,0.0
2464,2,2,0.0,0.0
2465,3,3,0.0,0.0
2466,3,3,0.0,0.0
1150,2,2,20.358825,72.881708
1246,3,3,20.371433,72.881108
1860,3,3,21.223442,72.89572
1861,3,3,20.980464,73.016757
1865,3,3,22.023279,70.368724
1148,3,3,20.772106,72.951625
1435,3,3,20.342461,72.905403
1149,3,3,20.461511,72.886556
1438,3,3,21.111549,73.111601
2082,3,2,20.882324,70.414066
1399,1,1,15.2715,74.08885
1475,1,1,15.281044,74.071108
1400,1,1,15.499719,73.834744
1476,1,1,15.550258,73.949164
1543,1,1,15.74629,73.899494
1548,1,1,15.615148,73.900658
2276,1,1,15.590815,73.952907
2275,1,1,15.700331,73.904347
1546,1,1,15.466425,74.038825
2270,1,1,15.410589,74.054325
2272,1,1,15.232069,74.149461
1545,1,1,15.536364,74.148515
2274,1,1,15.608275,73.836869
2271,1,2,15.188883,73.995911
2273,1,1,15.156136,73.95205
1547,1,1,14.98929,74.04736
1544,1,1,15.561455,73.990584
2651,3,3,18.519528,73.158106
1461,3,3,19.311193,73.169404
2653,3,3,19.451403,73.328911
2654,3,3,19.451282,73.328857
1092,3,3,19.269435,73.168239
2670,3,3,20.992627,74.314042
1152,3,3,18.442447,73.116853
2198,3,3,18.43939,73.116341
2672,3,3,18.417164,73.161162
2676,2,2,16.773972,73.582761
1151,3,3,18.80171,73.322773
1462,3,3,18.830474,73.284483
2685,3,3,18.839498,73.093677
2686,2,2,18.830846,73.284151
2687,2,2,18.824941,73.284358
2688,3,3,18.864821,73.203322
2689,3,3,18.786149,73.353487
2696,3,3,19.444076,72.898365
2199,3,3,18.074797,73.420905
2701,2,2,18.081171,73.424651
2702,3,3,18.082172,73.422625
2703,3,3,18.076912,73.420032
2704,3,3,18.065276,73.397825
2706,3,3,19.6974,72.850991
2707,3,3,19.789967,72.8353
2708,3,3,19.697697,72.851039
2709,3,3,19.484789,73.082394
1093,3,3,19.245652,73.156487
1094,3,3,19.162099,73.238148
2162,3,3,19.215959,73.240641
2712,3,3,19.633525,73.129592
2164,2,2,17.518025,73.553956
2713,2,2,17.52435,73.544556
2714,2,2,17.532364,73.516651
1342,1,1,9.228125,76.713267
1443,1,1,9.270844,76.535403
2297,1,1,11.873197,75.572064
2319,1,1,11.872833,75.572092
2286,2,2,9.979797,76.332922
2331,3,3,10.839136,76.036128
2332,3,3,10.799658,76.185131
1154,2,2,10.25425,76.348553
20,1,2,11.268106,75.978036
21,1,2,11.247461,75.924269
1572,1,2,10.778033,76.225347
1573,3,3,9.971133,76.362003
2295,2,3,11.444394,75.728494
1564,1,2,8.860786,76.77355
2287,2,2,9.979797,76.332922
1566,2,2,11.044714,75.933247
2293,2,2,11.051336,76.061343
2337,3,3,10.005208,76.369179
2338,3,3,10.009056,76.370728
42,1,2,9.075158,76.81881
1571,2,2,10.742228,77.060508
1155,3,3,8.478967,76.970486
2289,1,1,10.391467,76.220428
2301,1,1,12.11535,75.170739
2291,2,1,10.600406,76.48965
2326,3,3,10.796397,76.753178
1569,2,2,12.048958,75.346
2298,1,1,12.209567,75.440792
1567,1,1,11.602297,75.7051
1568,1,1,11.721112,75.670002
2285,2,2,8.674267,76.821042
1340,2,2,9.395686,76.640564
1384,2,1,9.492842,76.749125
2307,2,2,12.71245,74.894392
1339,2,2,10.197164,76.378953
2304,2,2,12.560308,74.955942
43,2,2,9.804794,76.453225
2302,1,2,12.258286,75.118392
1570,2,3,12.4225,75.202778
1563,2,2,8.389375,77.097561
2284,2,2,8.428797,77.094478
2288,1,1,9.136389,76.713333
1156,1,1,9.326633,76.622158
1341,2,1,9.370489,76.410269
1565,1,1,9.325719,76.520939
17,2,2,10.123417,76.347425
