S.Code,WQI clf,WQI_pred,latitude,longitude
2122,1,67.82842584,23.333714,77.778319
1614,0,78.75724008,23.541173,77.801938
2124,0,81.5251397,23.540606,77.802246
2125,0,90.35786077,23.550512,77.79947
1735,0,123.4676606,24.651228,78.423136
1356,0,392.4350453,25.94085,80.153822
2120,0,84.77470641,23.110272,77.508595
1613,1,60.54325528,22.960571,77.346276
1365,0,75.72215696,22.428806,75.508689
1366,0,217.3400748,22.428791,75.508684
2955,0,76.29359229,24.07656,75.526392
1418,1,62.16258805,24.699027,75.551954
1288,1,69.21545632,25.141518,75.794083
1289,0,81.75883075,25.268768,75.906611
1413,1,69.74951929,25.864446,76.574623
1609,1,63.68301672,26.660536,77.904557
1376,0,183.8805877,26.544188,79.089502
1432,1,61.70395088,24.586045,77.069419
1615,1,69.55830982,23.503227,77.133531
2126,0,78.17737477,23.495145,77.100818
2954,0,80.22204361,25.681506,76.485765
1607,1,65.55094132,26.429359,78.430415
1367,1,53.49978497,22.703363,75.877149
1369,0,186.1226548,23.187353,75.764282
1370,0,130.3844063,22.97582,75.917157
1468,0,169.5303393,23.211447,75.774618
2953,1,71.67120241,25.160724,76.22887
2956,0,79.93098739,25.393522,76.327061
1608,1,68.89921932,25.888006,78.337099
2117,0,116.7373387,24.518131,81.299578
1433,1,64.22761061,26.226494,77.995516
2950,0,81.00475484,24.692006,72.929236
2952,0,184.4517289,26.919491,75.930328
2951,0,81.41906892,25.905847,75.463861
2945,0,77.23331688,24.600889,76.152494
2946,0,79.53609807,24.6087,76.170272
2382,0,76.78562939,23.761172,86.011903
2383,1,70.66619749,23.700981,86.372953
2384,1,72.40226838,23.643092,86.464492
2391,2,49.33607643,23.681006,86.751872
1331,0,110.2494834,23.685031,86.823472
1332,1,72.96966771,23.646961,86.897068
1333,0,90.40091572,23.584399,87.103495
1334,0,245.4277399,23.429785,87.364995
1335,0,8404.684897,22.066481,88.068869
2527,0,103.241074,23.206144,87.850831
2392,1,57.23422455,23.785806,86.813612
1336,0,350.0202476,23.721689,86.801628
2390,2,49.62887997,23.780586,85.876131
2509,0,1109.605258,22.437711,87.880747
1337,0,1340.607102,22.21835,88.024305
2541,0,85.7876971,23.213568,87.076517
2531,0,1928.609973,24.11604,87.797555
2532,0,451.4851623,24.111261,87.794355
2508,0,1751.180296,22.666078,87.744922
2514,0,535.2737743,23.413356,88.471892
1764,0,817.1968801,23.177966,88.558164
2518,0,15568.4859,23.197644,88.573014
2517,0,33303.03046,26.383597,89.195381
2534,0,99.91388833,23.944125,87.5379
2507,0,1111.64132,22.40088,87.341394
1946,0,2310.298111,26.739728,88.422452
2525,0,3781.209099,26.806806,88.409255
2572,0,105.893661,26.392347,88.155896
2549,0,2199.88121,22.602794,88.677553
2550,0,1069.526901,22.507942,88.775997
2381,1,55.22984505,23.770609,85.922067
2396,0,76.28653207,23.455233,85.310539
1260,1,64.72899697,27.687681,95.297822
1030,1,57.15387641,27.510417,94.953333
1262,1,57.42116804,26.830744,94.172775
1526,1,64.2671236,26.616375,92.82735
1031,1,62.52704019,26.176,91.68375
1299,1,64.34376645,26.214866,90.557934
2069,1,65.36321959,26.190372,91.745589
2064,1,62.94759465,26.24776,91.918205
2067,1,61.37772057,26.160268,91.56994
2066,1,59.30033302,26.015519,89.993294
1796,1,73.34031576,25.888505,93.733632
1799,0,83.65694555,26.622872,93.773159
1797,1,67.79272397,25.912708,93.743269
1800,0,104.8468295,25.802,93.606574
1798,0,75.87959774,25.910359,93.743963
1259,1,57.22000885,26.503075,93.952372
1928,0,81.51034459,25.801511,93.606777
1930,0,76.80545737,25.67564,94.109775
1929,1,73.83681379,25.752349,93.869559
1261,2,45.17685948,27.510417,94.953333
2061,1,54.16820883,27.411803,95.985028
1422,1,69.07572824,27.284622,95.662347
2062,1,56.88263504,27.321156,95.309064
2230,0,79.36824241,27.320585,95.308605
2065,1,66.06238867,26.447389,91.460667
1530,1,70.7535765,27.381964,95.622819
2063,2,46.98969605,26.759281,92.858803
2237,1,62.69306303,26.349206,92.68035
2059,1,65.95364793,26.265026,92.264751
2060,1,62.17413745,26.496268,90.652663
2058,0,76.15770604,27.141901,95.36639
1298,1,62.00548066,27.311023,95.101786
1258,1,64.32414892,26.846906,94.492244
1527,0,76.44472478,26.781058,94.208548
1531,0,76.39020219,26.848745,92.840375
1423,1,61.37630082,24.8674,92.600817
1528,0,462.8248579,26.167661,91.765289
1529,0,93.14610011,26.119297,91.647713
2068,1,71.7203088,24.648536,92.608089
1947,0,1794.411584,26.902782,88.47309
2229,1,57.62445912,27.832518,95.672347
2231,1,55.4944394,26.975605,94.630335
2232,1,58.0224621,26.602234,93.403253
2233,1,57.62423082,27.358877,94.181102
2234,1,60.68676194,27.342717,93.816486
2236,0,50.02195706,26.165759,92.353897
2238,1,63.07504215,26.493169,90.917841
2239,1,55.31024475,26.311379,89.831334
2240,1,69.55015283,24.786736,92.813553
2241,0,79.15287345,24.735544,92.889269
2242,1,56.5204062,24.870906,92.376439
2523,0,2112.601348,26.537633,88.707053
2524,0,1680.143757,26.444936,89.546458
2235,1,69.29056352,26.699918,92.335305
1232,0,79.46520214,23.648483,74.126708
1863,1,64.38049384,22.342298,73.052575
1864,1,68.98763886,22.254744,72.982618
4,0,82.16836609,22.81225,73.359778
5,1,68.40873817,22.4405,73.073361
1229,0,86.04501217,23.285842,73.831736
1230,0,84.2634729,23.324822,73.9021
2102,1,70.58728064,24.05703,75.074378
2103,1,67.07612375,23.330385,75.034646
2104,1,56.95215761,23.639659,75.126136
2105,1,66.27978738,23.396067,76.291283
1228,0,107.1210202,22.846264,74.291789
1227,0,107.1668562,23.055164,73.716378
1482,0,92.83217153,23.496903,72.796265
1222,0,213.2485635,22.739321,72.679059
1241,1,56.71267115,22.598638,80.371449
44,1,67.66902261,22.762685,77.71649
1240,1,57.49321519,22.948622,79.190171
1234,1,58.11124876,22.756614,77.690036
2123,1,65.99577355,22.761672,77.7185
1235,1,71.62297042,22.756584,77.687182
2106,1,64.02984275,22.496589,76.980555
2099,1,59.35318574,23.124913,79.774671
1245,1,69.85390416,21.983722,73.456331
2100,1,67.51560583,23.117239,79.99781
2101,1,59.33607053,23.899675,80.512005
1313,0,100.7047084,21.24294,76.034146
1251,0,102.7463761,21.047772,75.786357
1314,0,93.33129429,21.546291,74.466807
46,0,111.7300036,21.259844,73.565783
1247,0,84.21429383,21.247908,73.301033
47,0,78.53537207,21.284075,72.952236
1248,0,94.40121228,21.2855,72.935483
1982,0,96.17314258,21.194545,72.811552
1983,0,132.6920383,21.221618,73.170007
1253,0,93.70077895,20.559014,74.508394
1252,0,102.1536194,20.674774,75.22279
2070,0,132.5351076,21.461094,72.726327
1907,0,101.3538469,21.161624,73.793751
2127,1,68.41280311,22.124707,78.03034
2155,0,120.7468227,20.88237,76.856618
2652,0,94.18318751,21.326479,74.555815
2658,0,86.11116636,21.039758,75.067178
2659,0,94.39835045,21.275792,74.751714
2666,0,95.64761472,21.545645,74.468325
2667,0,83.30329135,20.6589,75.349177
2674,0,85.81834298,21.105797,75.798376
2675,0,115.7206393,20.714779,76.957569
2684,0,96.45507645,21.11316,74.885213
2695,0,167.8786125,20.999942,77.705722
2710,0,91.66975495,20.470053,75.025947
2718,0,99.47401557,21.041903,75.733072
1851,1,67.43289217,20.308614,81.917614
1264,1,65.50764301,20.652037,81.551365
1099,1,67.74284381,20.969822,81.876732
1852,1,73.30652811,21.15025,82.002864
1100,1,64.52098093,21.730837,82.565689
1282,1,59.67336655,21.728709,82.568814
1467,1,66.92851929,21.695876,83.2426
1101,1,57.29895248,21.665195,83.433435
1281,0,84.69272385,21.516358,83.851139
1270,0,91.28898985,21.455443,83.960359
1271,0,678.6357413,21.460108,83.969058
2405,0,139.9074592,21.466747,83.980098
1272,0,80.79384185,20.865096,83.91172
1274,0,98.99831563,20.855331,83.904147
1275,0,101.4180402,20.612579,84.790163
1276,0,78.89233675,20.463775,85.083179
1277,1,71.84334817,20.490062,85.895865
1278,0,644.1768716,20.48147,85.893506
2409,0,135.0910426,20.395008,85.907675
2406,0,85.43730371,20.470289,85.764033
2404,0,78.08188284,21.489937,83.889449
2407,0,97.99406443,20.332506,86.573781
1107,1,62.35077358,21.038264,80.973647
1845,1,58.2144677,21.189994,81.280092
1266,1,66.45834804,21.618808,81.695639
1265,1,65.79626644,21.248011,81.542917
1847,1,59.47881677,21.200022,81.237472
1846,1,62.66623715,21.179853,81.2545
1853,1,72.10750073,21.105793,81.579948
1105,1,56.492782,22.380472,82.708433
1106,1,69.72732062,22.048233,82.634978
1849,1,59.06939191,21.914789,83.404678
1850,1,67.51702408,21.911203,83.407498
1267,0,77.92281339,22.124146,84.043157
1268,0,115.564818,21.856425,84.002419
1300,0,78.26573324,21.863911,83.947739
1269,0,96.59753171,21.828126,83.941121
2403,1,69.50531002,21.788747,83.977666
1279,0,134.2504229,20.297906,85.882365
1280,0,449.1680322,20.297755,85.880734
2410,1,70.30338375,20.32735,85.861197
2411,0,271.857685,20.139142,85.758142
1301,0,1037.712978,20.444394,85.890897
2412,0,117.3462639,22.249467,84.749906
2408,0,83.34964999,20.82655,83.910444
1640,0,130.2402957,20.546532,85.91187
1037,0,100.6263533,22.228669,84.803932
1038,0,289.0874888,20.697347,85.747603
1302,0,204.7429678,22.182883,84.847889
2414,0,140.1237638,22.074639,84.897806
1039,0,95.22339332,21.820606,84.9516
1040,0,76.10047015,21.276098,85.035007
1041,0,76.40104189,21.074527,85.142032
1303,0,92.56219846,20.949817,85.216631
2415,0,78.95256201,20.996256,85.248842
2416,0,137.472089,20.825086,85.316236
1042,0,193.7499383,20.867785,85.278472
2417,0,196.4961489,20.746464,85.5563
1043,0,124.9433075,20.879162,85.835492
2418,0,116.1126569,20.889011,86.010639
1044,0,145.8486464,20.770422,86.149638
1045,0,205.9025228,20.585906,86.568249
1036,1,51.71505485,22.377636,85.190937
2413,0,108.3638283,22.275492,84.918092
1033,1,53.09118504,22.865836,84.809988
2376,1,52.25492743,23.98785,84.087925
2377,1,53.51977729,24.249494,83.855053
2419,0,111.8513416,20.853192,86.200283
2420,0,136.6823183,20.694244,86.652433
1034,1,59.95849163,22.460644,84.331716
1035,1,58.80650478,22.833734,85.130562
1081,1,74.01346487,22.018734,85.406998
1082,0,148.2190841,21.214851,86.121323
1083,0,196.0831705,20.851312,86.33016
1084,0,148.966783,20.774033,86.744211
1085,0,130.9719491,20.795283,86.896965
2421,0,91.85161822,21.325488,86.064444
1641,0,130.1196901,21.770058,87.156229
2399,0,50.6450226,22.97194,86.023097
48,1,51.24748509,22.948415,86.013303
24,1,65.9477827,22.761694,86.317722
49,0,79.06899988,22.820861,86.232528
2387,2,48.26112806,22.592839,86.446667
23,0,86.69682878,23.377028,85.423056
2385,0,94.56479539,23.33402,85.359996
2386,1,62.96693529,23.368919,85.875506
2395,1,63.60208542,23.2907,85.255961
2397,1,69.89149074,23.454046,85.471177
1312,0,96.82107484,19.485317,75.370099
2177,0,112.2593985,20.022812,73.728178
2182,0,113.2707015,20.014695,74.007463
2179,0,129.5685143,20.008887,73.783052
2183,0,86.8114622,20.012385,74.113719
2181,0,182.7084569,19.98729,73.811026
2180,0,174.3601537,19.987307,73.811028
1096,0,138.9310565,20.008676,73.792361
1211,0,152.3625247,20.001568,73.795314
1095,0,85.2598119,20.048123,73.679809
2160,0,101.9619734,19.63253,75.028605
2158,0,95.9071402,19.478228,75.384879
2159,0,104.1439183,19.467269,75.397267
2161,0,113.6545619,19.360024,75.709583
12,0,97.84096869,19.226068,76.367013
1210,0,96.91503096,19.113106,77.288242
1209,0,99.75335938,18.85443,77.527475
2157,0,88.88534857,20.793322,78.139339
2360,0,82.03746073,18.868297,77.962194
2361,1,71.47880461,18.838133,79.441697
2362,0,78.09339239,18.819131,79.468017
2363,0,101.2011228,18.781656,79.513558
2364,0,75.26151291,18.786369,79.521028
2356,0,81.10049416,18.727075,79.620161
2365,1,70.72584518,18.288014,80.492375
2366,1,73.53383611,18.263814,80.538533
13,1,74.86742364,18.850151,79.442839
2367,1,61.69585997,17.674897,80.883094
2368,1,59.93262325,17.655586,80.876653
2369,1,54.70103666,17.648483,80.8775
2370,1,58.29402765,17.023186,81.768181
14,1,61.06955208,17.247331,81.646613
1218,1,61.71602103,17.069466,81.711134
2371,1,58.53317267,16.958989,81.78175
1219,1,62.36944348,17.007975,81.763328
1854,1,57.04910593,18.900033,81.344044
1856,1,58.78583683,18.888807,81.370074
2673,0,100.7504634,18.429431,76.668723
2374,0,78.4797976,17.64797,78.143382
2375,0,84.88036522,17.650778,78.134958
1781,0,81.69319276,17.649043,78.118479
1157,0,83.862832,17.48468,79.107452
1891,0,77.72570395,17.951522,77.649047
1215,0,102.0562949,17.974814,79.898686
1158,1,72.03108488,18.369532,79.626751
2719,0,194.0208504,19.962632,79.277747
2720,0,113.6842082,19.962783,79.277286
2721,0,104.0474895,19.956027,79.099547
2174,0,115.2024552,19.922574,79.113955
2156,0,119.4408634,20.062424,78.956456
1212,0,109.3195688,19.77611,79.354942
1213,1,61.06619116,21.802913,80.157861
1214,1,61.10359321,21.804398,80.157483
1910,0,107.0027655,19.731126,79.776401
2173,0,105.2849684,21.380729,79.745477
2172,0,117.4498005,21.380853,79.745595
2175,0,106.1276798,20.609867,79.857681
2176,0,121.7324354,20.610126,79.858051
11,0,101.7100095,19.715385,79.685289
1908,0,109.5553374,21.246917,79.153882
1909,0,123.8199675,21.087098,79.474422
2170,0,110.025652,21.206788,79.246193
2171,0,122.4113149,21.209724,79.236711
1913,0,126.9392471,20.933469,76.276878
2700,0,110.6127013,21.129844,77.57423
1315,0,113.6276307,20.726241,78.31758
2372,1,59.83424177,17.224489,80.127061
2373,0,50.65154204,17.616333,81.286295
2657,0,93.62674349,18.916511,75.743889
2660,0,97.3592251,19.932352,73.856413
2661,0,91.97069204,19.761988,73.737187
2662,0,91.58622268,19.870494,73.829919
2663,0,86.63382327,19.872772,73.834011
2664,0,96.19803576,19.900366,73.838095
2697,0,109.146191,19.597589,77.691614
2698,0,105.0069211,19.724881,77.446567
2699,0,120.1265234,20.150364,76.560336
2722,0,106.2669453,20.555303,78.816456
2723,0,124.9881285,20.544289,78.811978
1194,0,82.55037387,17.981764,73.795456
1153,0,88.01902926,16.657053,73.521386
36,0,116.0022145,17.295256,74.188776
1906,0,82.60217574,17.029275,74.380064
37,0,85.00281444,16.824045,74.64951
1310,0,86.18407011,16.681396,74.590278
2187,0,114.0213899,17.688548,74.063324
2188,0,113.9396723,17.688252,74.063303
2190,0,111.2818925,17.949284,73.891316
1182,0,77.6653815,16.640864,74.821308
1889,0,83.55303199,16.5575,74.679717
1181,1,72.66605016,16.242436,76.370678
1028,1,73.6570163,16.369172,76.656647
1170,0,118.7389624,16.380508,77.362725
2781,1,70.76762233,16.325069,75.899925
1784,1,72.75235042,16.424222,77.278883
39,1,74.57816531,16.338826,77.610192
1175,0,81.34454414,16.001874,78.364986
1465,0,96.55204204,16.694675,79.689933
1786,1,63.5989518,16.801875,80.129553
1787,1,55.82745666,16.582608,80.343451
25,1,61.69917027,16.492476,80.640839
1782,1,61.55441423,16.000123,81.079082
1311,1,71.46324384,16.746155,74.445716
2163,0,78.93008958,16.721492,74.594819
1904,0,79.3991195,16.688467,74.169462
1905,0,126.7232773,16.695477,74.274998
1189,0,158.255553,18.481871,73.829569
2655,0,125.2037486,18.645719,74.056442
2656,0,94.5195603,18.202061,75.088989
1190,0,195.5765242,18.54325,73.885036
1191,0,146.7606877,18.560303,74.37332
1192,0,139.3476206,18.464553,74.583576
1188,0,114.3440203,17.985845,75.116249
28,0,125.9986093,17.703734,75.544604
1183,0,185.6487761,17.179219,76.566603
1184,0,149.7551808,17.069328,76.794283
1888,0,165.3368183,17.043481,76.814478
1167,0,181.0771942,16.7341,77.130744
1163,1,72.623308,16.174961,74.822508
1187,1,74.49453616,15.633431,74.510322
1164,1,69.35201367,15.797983,75.191492
1186,0,80.97401015,16.009319,75.878022
2764,0,79.75412632,15.875672,75.722272
38,1,67.59382593,14.236122,75.659356
1029,1,71.36654751,14.325397,75.771092
29,0,150.9481004,15.494844,76.692417
1785,0,77.52531101,15.944453,77.419709
1174,0,79.866254,15.8483,78.034942
2766,1,72.07890343,14.514278,75.785697
2767,1,60.47293066,14.514278,75.785697
2768,0,82.36800635,14.514278,75.785697
2769,0,77.80416848,14.5265,75.796072
2770,1,73.99907916,14.515836,75.797939
2776,0,153.0831521,15.41225,76.58625
1168,1,61.53736161,13.926464,75.583336
1896,1,65.05386154,14.011333,75.676667
1091,1,67.08820457,13.003125,77.565306
1387,0,79.44190072,13.832272,75.713164
1169,1,67.25541213,13.989311,75.683736
2765,1,57.74248812,13.812647,75.716319
2771,1,61.66372445,13.212753,75.234217
1172,0,86.27846524,17.370422,78.472561
1178,1,61.79720236,16.951698,80.048401
1177,1,63.42889357,16.670823,80.297751
1895,0,152.7990888,17.107483,76.955311
2777,0,125.678446,17.139369,76.966739
2349,0,150.9129995,18.351114,78.73601
2350,0,78.63180229,15.819061,78.056866
2351,0,90.79808872,15.49,78.4748
2763,0,80.890337,16.503131,75.116569
2195,0,142.4239804,18.103405,74.234805
2682,0,107.4606766,18.097756,74.213675
1463,0,107.8060294,18.172703,73.953644
2681,0,155.1803437,18.055999,74.483941
2683,0,121.3133341,18.147434,73.977285
2186,0,115.6293489,17.732719,73.991512
2716,0,94.02323439,17.933739,73.665091
2717,0,121.8443672,17.692894,74.050883
2189,0,115.2835292,17.278589,74.183705
2194,0,200.3999983,18.5746,73.836055
2193,0,166.5630915,18.567737,73.811752
2192,0,201.2442123,18.535371,73.933306
2677,0,174.4052814,18.521663,74.050564
2191,0,230.3197379,18.532374,73.843415
2678,0,218.4708685,18.521303,73.850578
2679,0,231.4818234,18.515539,73.844447
2680,1,74.35540891,18.430149,73.754941
2196,0,195.7821486,18.670292,73.681639
2690,0,192.1984928,18.60677,73.821067
2691,0,198.3146836,18.582775,73.826155
2692,0,80.12153978,18.660929,73.731891
2693,0,151.3821606,18.641184,73.792731
2694,0,211.2383053,18.607788,73.797949
2197,0,129.8202926,18.682216,73.900116
2668,0,146.5193249,18.677697,73.851206
2669,0,124.9266894,18.677486,73.851233
1911,0,108.6889378,17.724868,75.323936
1912,0,126.439476,17.677706,75.339011
2665,0,130.4221623,18.831722,74.387839
2705,0,126.2635367,17.781359,75.723133
2711,0,113.7826016,17.570306,74.050736
2715,0,138.5355908,18.692778,74.13348
1255,0,88.03161778,14.150574,77.822711
1256,0,82.52054546,14.572795,78.79715
1257,1,69.98255724,14.481442,79.290142
30,0,80.19685933,14.464393,78.964627
1198,0,90.31593819,12.314149,75.698522
1195,0,95.0494521,12.448489,75.96987
33,0,107.2528259,12.425291,76.57265
1386,0,107.7378568,12.418187,76.679259
1171,0,109.9670886,12.423705,76.693672
34,0,97.46059179,12.25531,77.163515
2773,0,102.9939951,12.321469,76.841472
2774,0,102.6506152,12.425022,76.653544
50,0,75.19812212,11.796255,77.806971
1322,1,71.314229,11.445663,77.677626
