S.Code,WQI clf,latitude,longitude
1342,2,9.228125,76.713267
1443,2,9.270844,76.535403
1442,2,8.726347,76.878039
1563,2,8.389375,77.097561
1564,1,8.860786,76.77355
1566,2,11.044714,75.933247
1567,2,11.602297,75.7051
1568,2,11.721112,75.670002
1569,1,12.048958,75.346
1571,2,10.742228,77.060508
1572,2,10.778033,76.225347
1573,0,9.971133,76.362003
2284,1,8.428797,77.094478
2285,1,8.674267,76.821042
2286,1,9.979797,76.332922
2287,1,9.979797,76.332922
2288,2,9.136389,76.713333
2289,0,10.391467,76.220428
2290,0,10.542736,76.178764
2291,1,10.600406,76.48965
2292,0,10.920086,75.920264
2293,2,11.051336,76.061343
2295,1,11.444394,75.728494
2296,2,11.762211,75.501347
2297,2,11.873197,75.572064
2298,2,12.209567,75.440792
2299,2,12.046575,75.265186
2300,2,10.902681,76.406647
2301,2,12.11535,75.170739
2302,1,12.258286,75.118392
2303,2,10.350594,76.251578
2304,1,12.560308,74.955942
2305,1,12.640763,75.013572
2306,1,12.694753,74.904556
2307,1,12.71245,74.894392
2326,1,10.796397,76.753178
2331,2,10.839136,76.036128
2337,0,10.005208,76.369179
2338,1,10.009056,76.370728
1448,1,18.787433,83.494512
1455,0,19.387126,85.051001
1642,0,19.252625,83.417656
1643,0,19.166051,83.437289
1685,1,10.9098,79.818228
1159,2,8.663294,77.422222
1160,2,8.700586,77.56595
1161,1,8.734125,77.716764
1162,1,8.721606,77.832797
1328,2,8.758606,77.424597
1329,2,8.729581,77.467289
1330,1,8.624431,78.068808
1450,0,12.679231,78.595417
1444,0,15.235272,74.61865
1894,1,12.8301,75.242439
1892,0,12.947644,75.359525
2352,1,18.343003,84.124328
1871,1,30.451836,77.581597
1870,0,30.83115,76.967303
1023,0,30.618897,76.849176
1024,0,29.76562,75.743852
1026,0,29.766164,75.743274
1295,0,30.612283,76.829313
1473,0,30.079758,76.263251
1698,0,30.60228,76.802188
1699,0,30.764802,76.7246
1700,0,30.759546,76.735991
1701,0,30.65012,76.660536
1702,0,30.660148,76.6603
1703,0,30.000058,76.187589
1704,0,29.692715,75.210696
1705,0,29.695479,75.224583
1885,0,30.717069,76.887913
1717,0,24.499492,72.666469
1424,2,24.796093,93.943112
1457,1,24.879447,93.928932
1627,1,24.741681,93.944172
1628,1,24.814134,93.94873
1458,1,24.774294,93.976934
1624,1,24.71985,93.933846
1925,1,24.425404,93.737223
1926,1,24.251464,94.301759
1625,0,24.807155,93.933416
1626,0,24.815724,93.940577
1428,2,25.367394,92.450206
2050,1,23.712028,92.663875
2051,1,23.711097,92.665208
2052,1,23.721011,92.799853
2053,1,23.720986,92.799764
1403,1,23.429167,91.398333
1404,0,23.537956,91.505147
1726,0,23.822819,91.296914
2267,0,15.354489,73.883148
2080,0,21.296333,72.760033
1886,1,30.296244,77.562478
1110,0,29.840997,77.09702
1111,1,29.041915,76.142314
1112,1,28.805764,77.046769
1114,1,29.340559,76.329749
1115,0,29.173241,76.91024
1116,0,29.358769,76.950469
1479,0,28.72121,77.139675
2268,0,15.502818,73.949118
2073,0,23.134936,72.611525
2074,1,21.589419,72.975333
1419,0,28.506624,77.314305
1729,0,23.844592,91.276394
2354,1,17.042624,82.166873
2355,1,16.854914,82.231328
2178,0,18.68309,73.819812
1549,2,15.212725,74.178936
2269,1,15.575408,73.939978
1391,0,17.426575,78.473072
1780,0,17.56195,78.334528
1788,0,17.246392,78.34235
1789,1,17.306906,78.364822
2340,0,17.424947,78.697686
2341,0,17.464719,78.404086
2342,0,17.315242,78.427753
2353,1,17.602201,82.997395
2344,0,17.402311,78.580775
2345,0,18.011542,79.603372
2346,1,17.989439,79.581544
2357,0,17.431481,78.390064
2359,0,17.299677,78.498356
1447,1,17.999097,79.426047
1464,0,17.478275,78.793469
2343,0,17.3041,78.411081
2358,0,17.427692,78.572431
1446,0,12.563706,76.735533
1383,0,8.517372,76.902561
1385,2,9.033686,76.635364
1575,0,9.958061,76.265928
1576,2,9.525958,77.207625
1579,1,9.50035,76.352417
1580,2,11.54065,76.027197
2312,1,9.621494,76.375531
2318,2,11.979273,75.609068
2328,2,10.830286,76.683886
2329,2,10.137958,76.661931
2330,2,10.221425,76.706217
2325,1,8.483091,76.945555
1401,0,10.864893,72.194773
1396,1,11.941356,79.7435
1686,1,11.819442,79.729208
1420,1,10.233619,77.485653
1421,0,11.400623,76.690453
1452,1,11.783642,78.211153
1343,0,23.006731,72.601622
1344,0,22.987972,72.589067
1345,0,22.401206,73.388603
1346,0,22.300392,73.205078
1972,0,22.799681,72.039422
1973,0,23.908353,72.364462
1975,0,22.465119,70.068231
1976,0,21.518858,70.454794
1977,0,22.600453,72.763836
2075,0,24.004247,72.854736
2076,1,21.609869,73.007261
2077,0,21.244819,73.355505
2078,0,22.357715,70.939848
1979,0,21.337574,72.753809
2079,0,22.463603,73.517011
1971,0,23.139908,72.393158
1373,0,23.239883,77.345328
2137,0,23.242544,77.380542
2138,1,23.259045,77.381502
2139,2,23.267861,77.32935
1374,0,23.254244,77.409019
1466,1,21.776582,78.264019
2128,1,23.160981,80.017522
2129,1,23.235908,80.126153
2131,1,22.801297,75.701183
2132,1,22.658686,75.864222
2134,1,21.86345,76.322945
2136,0,23.202708,77.424481
2140,1,23.166353,77.368597
2141,1,24.917282,79.866303
1285,0,24.564236,73.684172
1286,0,24.577311,73.825419
1414,0,26.486803,74.552142
1481,0,24.592564,73.679203
1714,1,26.292233,72.970039
1716,1,24.596497,72.701456
2046,1,30.742139,76.818756
1291,1,31.328161,76.754058
1292,2,31.964399,75.946246
1429,1,30.610314,77.459142
1349,0,29.963278,76.827372
1382,1,31.141641,74.943199
1765,0,22.511472,88.3646
2205,0,27.316822,95.212211
2206,1,26.279311,90.539673
1263,0,26.132906,92.206483
2207,0,27.398149,94.988085
2208,1,26.98035,94.634636
2209,0,26.943433,94.539514
2210,1,26.755125,94.209599
2211,0,26.622356,92.792886
2212,0,26.883105,93.615453
2213,0,26.42838,91.889031
2214,0,26.331139,92.68575
2215,1,26.233911,92.300531
2217,0,26.166621,91.705616
2218,0,26.108294,91.674043
2219,0,26.244314,91.525994
2220,2,25.876033,91.418567
2221,0,26.375677,91.454077
2222,0,26.321125,90.660519
2223,0,26.213095,90.120341
2224,0,26.093677,89.960368
2225,1,24.808267,92.916244
2226,0,26.9919,94.632189
2227,1,26.948914,94.871519
2228,1,26.696861,93.984838
1532,1,26.953467,94.624919
1426,1,24.578337,93.765008
1629,1,24.521447,93.763392
1630,1,24.547978,93.8318
1727,0,23.834936,91.282009
1728,0,23.491942,91.315392
15,2,18.608458,79.838778
16,2,18.304433,80.207208
26,1,16.508853,80.641519
27,1,16.727994,79.209161
1791,2,17.956317,79.618808
1792,2,17.985717,79.624981
1793,2,18.762806,79.481267
1794,2,18.400128,79.191556
1525,1,17.532322,78.185211
1811,1,17.471922,78.795814
1810,1,18.66591,77.904013
1513,1,16.501486,80.675692
1514,1,16.501508,80.676725
1515,1,17.609781,80.704358
1516,1,14.445036,79.987869
1517,1,15.8363,78.048593
1518,1,15.479222,78.480942
1519,1,13.321417,79.585592
1520,1,13.758251,79.701872
1522,1,18.104532,83.397197
1523,1,17.015144,81.736181
1524,1,16.971003,82.219006
1533,2,27.396089,95.631783
1534,1,26.105415,93.113917
1535,1,26.98,94.63
1536,1,26.979722,94.632211
1537,2,26.750143,94.219855
1538,2,24.820617,92.802431
1539,1,26.315597,90.996408
1540,2,26.48,90.56
1541,1,26.145228,91.736806
1542,1,26.1441,91.735194
2243,2,27.28822,95.680737
2244,1,26.92,94.73
2245,2,26.5885,93.748586
2246,1,26.200386,92.937992
2247,1,27.595294,94.724003
2248,1,27.224728,94.107373
2249,2,26.65285,92.792558
2250,1,26.350383,92.679592
2251,1,26.1277,92.215749
2252,1,26.105147,91.712525
2253,1,26.444617,91.441053
2254,1,26.5,90.97
2255,2,26.515756,90.532872
2256,2,26.403904,90.262979
2257,2,26.026696,89.970706
2258,2,26.170647,90.626604
2259,2,25.84274,93.425589
2260,2,25.847217,92.574292
2261,1,25.163311,93.012825
2262,2,24.866553,92.367203
2263,1,24.681103,92.563806
2264,0,24.861042,92.596669
2054,2,23.747275,92.726539
2055,2,23.713531,92.712758
1920,1,24.496579,93.980863
1921,2,24.584647,94.077458
1922,2,24.342747,93.697825
1924,1,24.450587,94.024408
1405,1,23.530117,91.479394
1406,1,23.530289,91.480914
1730,2,23.831392,91.286739
1731,1,23.859275,91.246114
1732,2,23.778664,91.386119
1733,2,23.828506,91.289731
1734,1,23.828125,91.286689
1620,1,21.251394,81.629733
1621,0,21.251394,81.629733
1616,1,23.247147,77.444436
1617,1,23.099147,77.503906
1618,1,26.367039,78.287478
1619,1,26.367039,78.287478
1897,1,21.313672,76.217623
2143,1,23.227505,79.915977
2144,1,23.220203,79.990963
2145,1,23.45708,75.422434
2146,1,23.474838,75.384519
2147,1,22.969099,76.053041
2149,1,23.2601,76.146411
2150,1,22.678291,75.92499
2151,1,22.713525,75.847519
2152,1,22.703486,75.878342
1555,1,30.50225,77.221312
1556,1,30.446322,77.615542
1557,1,30.838297,76.958641
1558,1,30.958146,76.790951
1559,1,30.922633,76.83258
1560,0,31.044558,76.704792
1561,2,32.229859,75.658854
1562,1,31.468722,76.272224
1872,0,31.104606,77.173425
1873,3,32.219678,76.320933
1875,1,31.709785,76.928295
1876,1,30.843398,76.955076
1877,1,30.95356,76.775799
1878,1,30.927405,76.8281
1879,1,31.046917,76.701694
1880,1,30.552939,77.212353
1881,1,30.436053,77.579269
1882,1,31.40982,76.346479
1883,1,31.465478,76.270798
2039,2,30.751489,76.772606
2040,2,30.73405,76.773239
2041,1,30.719562,76.76397
2042,1,30.694747,76.769719
2043,2,30.731825,76.725717
2044,2,30.776019,76.74926
2045,2,30.75385,76.740867
1898,1,30.900078,75.857275
1900,1,30.897853,75.855422
1901,1,30.896028,75.873728
1902,1,30.895817,75.859742
1903,1,30.904136,75.8168
19,2,9.151239,76.730767
22,3,11.243611,75.898056
35,1,9.017,76.926
1581,3,8.469722,76.9825
1582,2,8.603286,77.002753
1583,3,8.960175,76.678806
